time,delta0,delta1,delta2,delta3,delta4
0,0025,0025,0045,0054,0043,
1,0025,0025,0045,0054,0043,
2,0015,0015,0028,0036,0038,
3,0015,0015,0028,0036,0038,
4,0015,0015,0027,0034,0038,
5,0006,0006,0006,0004,0005,
6,0006,0006,0006,0004,0005,
7,0006,0006,0006,0004,0005,
8,0003,0001,0006,0005,0004,
9,0003,0001,0006,0005,0004,
10,0003,0001,0006,0005,0004,
11,0004,0005,0000,0001,0000,
12,0004,0005,0000,0001,0000,
13,0004,0005,0000,0001,0000,
14,0003,0004,0004,0002,0002,
15,0003,0004,0004,0002,0002,
16,0003,0004,0004,0002,0002,
17,0000,-001,0006,0002,-001,
18,0000,-001,0006,0002,-001,
19,0000,-001,0006,0002,-001,
20,0000,0000,-002,0000,0003,
21,0000,0000,-002,0000,0003,
22,0000,0000,-002,0000,0003,
23,0005,0007,-003,-002,0003,
24,0005,0007,-003,-002,0003,
25,0005,0007,-003,-002,0003,
26,0002,0003,0004,-001,0004,
27,0002,0003,0004,-001,0004,
28,0002,0003,0004,-001,0004,
29,0003,0000,-001,-003,0005,
