time,delta0,delta1,delta2,delta3,delta4
0,0009,0007,0022,0021,0027,
1,0009,0010,0022,0021,0027,
2,0011,0017,0030,0035,0043,
3,0020,0017,0033,0038,0045,
4,0021,0020,0039,0043,0047,
5,0021,0023,0045,0067,0061,
6,0025,0023,0045,0067,0061,
7,0025,0024,0045,0070,0065,
8,0023,0024,0044,0067,0066,
9,0022,0019,0041,0067,0066,
10,0017,0018,0034,0051,0047,
11,0010,0016,0028,0036,0046,
12,0009,0009,0016,0021,0032,
13,0006,0009,0016,0019,0026,
14,0006,0006,0014,0015,0025,
15,0005,0006,0014,0008,0016,
16,0003,0006,0014,0008,0016,
17,0002,0005,0011,0007,0018,
18,0003,0004,0009,0009,0018,
19,0002,0002,0008,0009,0014,
20,0003,0002,0008,0009,0014,
21,0001,0002,0008,0008,0014,
22,0001,0002,0006,0008,0014,
23,0001,0002,0006,0009,0014,
24,0000,0001,0007,0008,0013,
25,0000,0001,0007,0007,0013,
26,0000,0002,0007,0006,0013,
27,0004,0000,0008,0006,0013,
28,0004,0001,0008,0006,0013,
29,0003,0001,0007,0005,0011,
