time,delta0,delta1,delta2,delta3,delta4
0,0013,0015,0028,0031,0033,
1,0030,0022,0041,0049,0047,
2,0036,0035,0054,0071,0058,
3,0037,0036,0056,0073,0061,
4,0036,0036,0066,0093,0071,
5,0036,0034,0066,0093,0071,
6,0022,0018,0055,0083,0057,
7,0019,0017,0038,0068,0053,
8,0013,0010,0024,0041,0043,
9,0006,0001,0016,0018,0015,
10,0005,0001,0010,0011,0014,
11,0005,0001,0009,0011,0010,
12,0001,0002,0005,0003,0004,
13,0001,0002,0005,0003,0004,
14,0001,0002,0005,0003,0004,
15,-003,-003,0005,0000,0003,
16,-003,-003,0005,0000,0003,
17,-003,-003,0005,0000,0003,
18,-002,-003,0007,0003,0002,
19,-002,-003,0007,0001,0002,
20,-002,-003,0007,0001,0002,
21,0000,-001,0007,-002,0001,
22,0000,-001,0004,-002,0001,
23,0000,-001,0004,-002,0001,
24,-004,-001,0002,0006,0005,
25,-004,0000,0001,0001,0002,
26,-004,0000,0001,0001,0002,
27,0000,-001,0001,0001,0000,
28,0003,-004,0003,0002,0000,
29,0003,-004,0003,0002,0000,
