time,delta0,delta1,delta2,delta3,delta4
0,0028,0021,0040,0048,0049,
1,0031,0026,0047,0060,0054,
2,0039,0036,0061,0092,0075,
3,0048,0046,0065,0100,0089,
4,0048,0046,0065,0103,0089,
5,0048,0046,0065,0110,0100,
6,0048,0046,0065,0110,0100,
7,0048,0046,0069,0108,0091,
8,0039,0032,0065,0103,0090,
9,0036,0022,0060,0088,0070,
10,0021,0017,0038,0060,0052,
11,0016,0017,0031,0046,0044,
12,0016,0017,0020,0033,0037,
13,0016,0017,0017,0020,0023,
14,0016,0017,0017,0015,0019,
15,0006,0004,0017,0009,0015,
16,0003,0001,0007,0009,0007,
17,0002,0001,0005,0004,0007,
18,0002,0001,0005,0004,0007,
19,0001,-001,0002,0001,0003,
20,0001,-001,-001,0000,0003,
21,0001,-002,-001,0000,0003,
22,0000,0001,-001,-001,0003,
23,0000,0001,0003,-001,0003,
24,0000,0001,0003,-001,0002,
25,0003,-001,-001,0002,0005,
26,0003,-001,-001,0000,0005,
27,0003,-001,-001,0000,0005,
28,0000,0001,0004,0000,0005,
29,0000,0001,0002,0000,0005,
