time,delta0,delta1,delta2,delta3,delta4
0,0026,0026,0040,0045,0038,
1,0026,0026,0040,0045,0038,
2,0019,0015,0031,0056,0054,
3,0019,0015,0031,0056,0054,
4,0019,0015,0031,0035,0044,
5,0005,0004,0006,0011,0010,
6,0005,0004,0006,0010,0009,
7,0005,0004,0006,0010,0009,
8,0002,0001,-001,0001,0004,
9,0002,0001,-001,0001,0004,
10,0002,0001,-001,0001,0004,
11,0004,0002,-004,-002,0000,
12,0004,0002,-004,-002,0000,
13,0004,0002,-004,-002,0000,
14,0000,0001,0000,0000,0002,
15,0000,0001,0000,0000,0002,
16,0000,0001,0000,0000,0002,
17,0000,0002,0000,-002,0003,
18,0000,0002,0000,-002,0003,
19,0000,0002,0000,-002,0003,
20,0000,0000,-001,-002,0001,
21,0000,0000,-001,-002,0001,
22,0000,0000,-001,-002,0001,
23,0005,0004,-001,-001,-003,
24,0005,0004,-001,-001,-003,
25,0005,0004,-001,-001,-003,
26,0001,0002,0003,0001,0001,
27,0001,0002,0003,0001,0001,
28,0001,0002,0003,0001,0001,
29,0002,0003,0000,-001,-003,
