time,delta0,delta1,delta2,delta3,delta4
0,0010,0010,0025,0023,0034,
1,0011,0015,0032,0033,0034,
2,0020,0020,0040,0057,0051,
3,0025,0020,0045,0070,0062,
4,0025,0023,0045,0071,0066,
5,0024,0020,0044,0071,0066,
6,0018,0020,0039,0052,0055,
7,0012,0010,0022,0036,0037,
8,0006,0009,0020,0032,0031,
9,0004,0005,0014,0019,0028,
10,0004,0003,0010,0019,0021,
11,0003,0003,0010,0012,0016,
12,0003,0003,0010,0008,0014,
13,0003,0002,0009,0008,0014,
14,0001,0002,0009,0008,0015,
15,0001,0002,0009,0005,0015,
16,0002,0002,0006,0005,0015,
17,0002,0002,0006,0006,0012,
18,0004,0002,0006,0006,0013,
19,0001,0002,0006,0006,0013,
20,0000,0002,0005,0008,0013,
21,0000,0002,0005,0008,0013,
22,0000,0002,0005,0008,0014,
23,0002,0003,0008,0004,0014,
24,0002,0003,0008,0004,0014,
25,0002,0003,0006,0004,0014,
26,0002,0002,0006,0004,0014,
27,0002,0002,0006,0005,0014,
28,0002,0002,0006,0005,0013,
29,0001,0002,0003,0006,0013,
