time,delta0,delta1,delta2,delta3,delta4
0,0010,0007,0021,0022,0029,
1,0011,0011,0022,0025,0030,
2,0015,0013,0030,0040,0041,
3,0023,0016,0034,0042,0046,
4,0023,0018,0039,0056,0050,
5,0029,0021,0044,0063,0059,
6,0025,0021,0044,0064,0060,
7,0025,0018,0037,0063,0060,
8,0017,0015,0034,0061,0060,
9,0014,0015,0022,0038,0049,
10,0007,0006,0018,0019,0027,
11,0004,0005,0017,0018,0027,
12,0004,0003,0010,0009,0018,
13,0004,0002,0005,0009,0017,
14,0000,-002,0005,0008,0014,
15,-001,-002,0004,0003,0013,
16,0000,-002,0004,0003,0011,
17,0001,0001,0004,0007,0011,
18,0001,0001,0004,0007,0012,
19,0001,0001,0004,0007,0012,
20,0003,0003,0006,0003,0011,
21,0001,0003,0007,0003,0010,
22,-001,0001,0007,0003,0010,
23,-001,0000,0007,0006,0011,
24,0000,0000,0005,0006,0011,
25,0000,0000,0004,0006,0012,
26,0000,0000,0004,0004,0010,
27,0001,0000,0004,0004,0010,
28,0001,0000,0004,0004,0010,
29,0000,0000,0003,0004,0012,
