time,delta0,delta1,delta2,delta3,delta4
0,0015,0017,0024,0032,0034,
1,0014,0016,0029,0034,0037,
2,0020,0022,0035,0054,0051,
3,0025,0022,0039,0056,0053,
4,0025,0022,0040,0056,0053,
5,0024,0026,0041,0056,0053,
6,0022,0026,0041,0054,0052,
7,0018,0017,0029,0049,0052,
8,0015,0014,0029,0047,0042,
9,0014,0013,0022,0029,0035,
10,0004,0003,0012,0015,0020,
11,0004,0003,0011,0014,0016,
12,0003,0003,0007,0005,0013,
13,0003,0001,0005,0005,0013,
14,0002,0001,0002,0005,0009,
15,0002,0001,0002,0005,0009,
16,-002,0001,-001,0005,0008,
17,-002,0002,-001,0002,0007,
18,-002,0001,-001,0002,0007,
19,-001,0001,-001,0002,0007,
20,-001,0001,-001,0004,0009,
21,0000,0001,-001,0004,0009,
22,0000,0002,-002,0004,0008,
23,0001,0001,-002,0002,0008,
24,0000,0001,-002,0002,0008,
25,0001,0001,0000,0002,0009,
26,0002,0004,0003,0001,0007,
27,0002,0004,0003,0000,0007,
28,-003,0001,0001,0000,0007,
29,-003,-001,0000,0002,0010,
