time,delta0,delta1,delta2,delta3,delta4
0,0023,0025,0033,0045,0043,
1,0022,0024,0032,0044,0042,
2,0011,0013,0026,0046,0046,
3,0011,0013,0026,0046,0046,
4,0011,0013,0026,0037,0043,
5,0002,0004,0005,0012,0009,
6,0002,0004,0005,0012,0009,
7,0002,0004,0005,0012,0009,
8,0000,0004,0008,0006,0001,
9,0000,0004,0008,0006,0001,
10,0000,0004,0008,0006,0001,
11,0002,0006,-002,0000,0001,
12,0002,0006,-002,0000,0001,
13,0002,0006,-002,0000,0001,
14,-002,-002,-001,0000,0002,
15,-002,-002,-001,0000,0002,
16,-002,-002,-001,0000,0002,
17,0003,0005,-001,-003,0002,
18,0003,0005,-001,-003,0002,
19,0003,0005,-001,-003,0002,
20,-004,0000,-001,0000,0002,
21,-004,0000,-001,0000,0002,
22,-004,0000,-001,0000,0002,
23,0001,-001,-002,0000,0002,
24,0001,-001,-002,0000,0002,
25,0001,-001,-002,0000,0002,
26,-002,-001,0003,-001,-003,
27,-002,-001,0003,-001,-003,
28,-002,-001,0003,-001,-003,
29,-002,0001,0002,0001,0002,
