time,delta0,delta1,delta2,delta3,delta4
0,0033,0028,0048,0054,0046,
1,0033,0028,0048,0054,0046,
2,0028,0028,0063,0106,0062,
3,0028,0024,0063,0106,0062,
4,0028,0024,0059,0106,0062,
5,0028,0024,0039,0085,0066,
6,0028,0024,0039,0077,0066,
7,0028,0024,0039,0045,0053,
8,0005,0006,0020,0033,0030,
9,0005,0006,0017,0015,0013,
10,0005,0006,0017,0015,0013,
11,-002,0004,0005,0003,0002,
12,-002,0004,0005,0003,0002,
13,-002,0004,0005,0003,0002,
14,-001,-001,0008,0001,0002,
15,-001,-001,0008,0001,0002,
16,-001,-001,0008,0001,0002,
17,0001,0000,0006,0005,0001,
18,0001,0000,0006,0005,0001,
19,0001,0000,0006,0005,0001,
20,0002,0003,-001,0001,0003,
21,0002,0003,-001,0001,0003,
22,0002,0003,-001,0001,0003,
23,0002,0002,0002,0000,-001,
24,0002,0002,0002,0000,-001,
25,0002,0002,0002,0000,-001,
26,0001,0000,0008,0006,0000,
27,0001,0000,0008,0006,0000,
28,0001,0000,0008,0006,0000,
29,-002,0002,0000,0001,0002,
