time,delta0,delta1,delta2,delta3,delta4
0,0019,0013,0028,0030,0039,
1,0023,0017,0035,0038,0045,
2,0035,0028,0051,0076,0070,
3,0052,0045,0068,0095,0093,
4,0062,0065,0085,0124,0114,
5,0062,0065,0115,0149,0135,
6,0062,0065,0127,0158,0136,
7,0062,0065,0127,0174,0137,
8,0062,0065,0109,0181,0139,
9,0050,0034,0075,0181,0139,
10,0031,0018,0046,0095,0124,
11,0013,0013,0029,0033,0042,
12,0008,-001,0014,0012,0015,
13,0008,-001,0012,0012,0015,
14,0008,-001,0014,0006,0012,
15,0008,-001,0014,0006,0010,
16,0004,-001,0014,0006,0010,
17,0003,-001,0012,0005,0015,
18,0003,-001,0010,0005,0015,
19,0000,-001,0007,0005,0008,
20,0002,-001,0004,0004,0008,
21,0000,0000,0004,0001,0008,
22,-002,0001,0004,0001,0010,
23,-002,0002,0003,0005,0011,
24,0001,0001,0003,0005,0011,
25,0001,0000,0002,0005,0011,
26,0002,0000,0003,0002,0009,
27,0002,0000,0002,0003,0008,
28,0003,-001,0006,0003,0008,
29,0003,-001,0006,0004,0010,
