time,delta0,delta1,delta2,delta3,delta4
0,0015,0012,0024,0024,0030,
1,0018,0012,0025,0033,0037,
2,0018,0020,0033,0051,0048,
3,0030,0022,0048,0055,0058,
4,0031,0027,0048,0069,0062,
5,0030,0024,0049,0085,0074,
6,0026,0024,0049,0085,0074,
7,0018,0017,0034,0070,0062,
8,0010,0014,0026,0047,0053,
9,0008,0011,0022,0022,0030,
10,0003,0009,0016,0016,0021,
11,0003,0003,0014,0008,0016,
12,0003,0002,0007,0005,0014,
13,0003,0002,0007,0005,0014,
14,0003,0001,0006,0005,0012,
15,0003,0001,0007,0005,0012,
16,0001,0001,0007,0005,0012,
17,0001,0001,0007,0004,0011,
18,0001,-002,0004,0004,0011,
19,0001,-002,0004,0004,0011,
20,0003,0001,0007,0002,0011,
21,0003,0001,0007,0001,0011,
22,-003,0001,0006,0001,0011,
23,-003,0001,0005,0005,0012,
24,-002,0001,0005,0005,0012,
25,-002,0001,0005,0005,0011,
26,0001,0001,0005,0005,0010,
27,-001,0001,0005,0003,0009,
28,0001,0001,0006,0003,0009,
29,-001,0001,0004,0003,0012,
