time,delta0,delta1,delta2,delta3,delta4
0,0018,0015,0028,0034,0040,
1,0020,0017,0036,0035,0042,
2,0039,0025,0047,0069,0062,
3,0044,0038,0057,0082,0078,
4,0049,0040,0061,0084,0079,
5,0044,0040,0068,0093,0086,
6,0042,0040,0068,0093,0086,
7,0022,0021,0055,0082,0063,
8,0022,0017,0040,0079,0058,
9,0017,0014,0028,0048,0051,
10,0007,0003,0016,0019,0023,
11,0005,0003,0009,0016,0020,
12,0003,0003,0006,0011,0018,
13,0002,-004,0004,0008,0008,
14,0002,-004,0004,0001,0005,
15,0002,-004,0004,0001,0005,
16,0003,0001,0000,0001,0005,
17,0000,0001,0000,-002,0008,
18,0000,0001,-002,-002,0008,
19,0000,0001,0003,-002,0004,
20,0001,0001,0003,-002,0004,
21,0001,0001,0003,-002,0004,
22,0001,0000,0000,-001,0006,
23,0001,0000,0000,-001,0006,
24,0001,0000,0000,-001,0006,
25,0003,0001,0002,-001,0006,
26,0003,0001,0002,-001,0006,
27,0003,0001,0002,-001,0006,
28,0001,-003,0000,-001,0006,
29,0001,-003,0000,0002,0006,
