time,delta0,delta1,delta2,delta3,delta4
0,0014,0017,0028,0035,0034,
1,0014,0017,0028,0035,0034,
2,0014,0014,0031,0044,0042,
3,0014,0014,0031,0044,0042,
4,0014,0014,0031,0038,0042,
5,0003,0007,0006,0011,0010,
6,0003,0007,0006,0008,0010,
7,0003,0007,0006,0008,0010,
8,-001,0002,0002,0003,0005,
9,-001,0002,0002,0003,0005,
10,-001,0002,0002,0003,0005,
11,-002,0000,0003,0002,0004,
12,-002,0000,0003,0002,0004,
13,-002,0000,0003,0002,0004,
14,0000,0004,-002,0000,0004,
15,0000,0004,-002,0000,0004,
16,0000,0004,-002,0000,0004,
17,-002,-002,0002,0002,0002,
18,-002,-002,0002,0002,0002,
19,-002,-002,0002,0002,0002,
20,-002,-001,-003,0001,0003,
21,-002,-001,-003,0001,0003,
22,-002,-001,-003,0001,0003,
23,-002,0003,0005,0004,0001,
24,-002,0003,0005,0004,0001,
25,-002,0003,0005,0004,0001,
26,-002,0000,0003,0006,0000,
27,-002,0000,0003,0006,0000,
28,-002,0000,0003,0006,0000,
29,-003,0000,0001,0000,0003,
