delta1,delta2,delta3,delta4
00002,00014,00009,00056
00002,00014,00009,00064
00002,00014,00009,00077
00005,00026,00022,00087
00005,00020,00023,00087
00005,00020,00021,00087
00005,00016,00019,00087
00001,00020,00023,00081
00001,00017,00015,00081
00003,00017,00014,00054
00003,00011,00014,00035
00002,00014,00011,00022
00002,00011,00006,00012
00002,00011,00006,00008
00002,00011,00006,00004
00002,00011,00006,00006
00002,00011,00006,00005
00002,00011,00006,00002
-0001,00004,00006,00000
00000,00005,00003,00002
00000,00006,00008,00003
-0001,00007,00006,00001
00000,00005,00003,00003
00001,00005,00004,00002
00002,00004,00008,00004
00000,-0001,00000,00000
00001,00003,00007,00005
00000,00000,00005,00002
00000,00004,00008,00003
00000,00003,00004,00001
00000,00007,00004,00005
-0001,00000,00003,00000
00006,00001,00004,-0001
00004,-0001,00001,00000
00000,-0001,00004,00002
00000,-0005,00000,00000
00001,-0002,00003,00001
00001,00001,00000,-0001
00003,00000,00000,00002
00000,-0001,00000,-0001
