delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,0000,0001,0002,0002,0001,0002,0001,-001
0001,0000,0001,0002,0002,0001,0002,0001,0001
0001,0000,0001,0002,0001,0000,0002,0001,0002
0002,0001,0001,0002,0002,0002,0002,0001,0002
0002,0001,0002,0001,0002,0001,0002,0001,0002
0002,0001,0002,0002,0002,0001,0002,0001,0000
0002,0001,0001,0004,0003,0001,0003,0001,-003
0002,0002,0001,0004,0004,0001,0003,0001,-003
0003,0003,0003,0004,0005,0003,0003,0003,0001
0003,0004,0003,0004,0007,0003,0004,0003,0002
0003,0010,0003,0004,0008,0005,0004,0005,0002
0005,0011,0001,0005,0012,0005,0004,0007,0004
0003,0017,0003,0005,0017,0005,0004,0008,0004
0006,0019,0004,0005,0018,0006,0004,0009,0004
0006,0026,0004,0007,0023,0005,0004,0011,0003
0006,0026,0004,0007,0026,0005,0005,0011,0003
0006,0026,0004,0007,0026,0005,0005,0011,0003
0006,0026,0004,0007,0023,0005,0005,0011,0003
0006,0026,0004,0007,0023,0005,0005,0011,0003
0006,0024,0004,0007,0023,0005,0005,0011,0003
0006,0024,0004,0007,0023,0005,0005,0011,0003
0006,0023,0005,0006,0022,0005,0005,0011,0003
0005,0021,0005,0006,0020,0006,0006,0009,0004
0005,0017,0005,0006,0017,0004,0005,0009,0004
0005,0012,0005,0006,0012,0002,0005,0009,0003
0005,0008,0004,0004,0009,0002,0005,0006,0003
0005,0008,0003,0004,0007,0002,0004,0006,0003
0003,0005,0002,0003,0006,0005,0003,0004,0003
0002,0005,0002,0003,0005,0002,0003,0003,0003
0002,0003,0001,0004,0003,0002,0003,0003,0002
0003,0004,0002,0004,0003,0002,0002,0003,0002
0003,0001,0002,0002,0003,0002,0002,0003,0001
0003,0001,0002,0001,0003,0002,0002,0002,0000
0003,0000,0002,0001,0002,-002,0002,0001,-001
0001,0000,0002,0001,0002,-002,0002,0001,-001
0001,-001,0002,0002,0002,0001,0001,0001,0001
0001,-001,0001,0001,0002,0002,0002,0000,0001
0002,-001,0001,0002,0002,0001,0002,-001,-001
0002,-001,0001,0002,0002,0001,0003,-001,-001
0002,0000,0001,0002,0002,0001,0003,0000,-001
0001,0000,0002,0002,0002,0001,0003,0000,0001
0002,0000,0002,0002,0001,0001,0001,0000,0001
0001,0000,0001,0002,0002,0001,0000,0001,0002
0002,0001,0000,0002,0002,0001,0000,0000,0002
0001,-001,0000,0002,0002,0001,0001,0001,0001
0002,0001,-001,0001,0001,-001,0001,0001,0000
0002,0001,-001,0001,0001,-001,0002,0001,0000
0002,0001,-001,0001,0002,0001,0002,0001,0000
0001,-001,0001,0001,0002,0001,0001,-001,-001
0001,-001,-001,0001,0002,0001,0001,0001,-001
0000,0001,0000,0001,0002,0000,0001,0000,0000
0000,0001,0000,0001,0001,0000,0000,0000,0000
0000,0000,0000,0001,0001,0001,0003,0000,0000
0001,0000,-001,0001,0001,0001,0000,0001,0000
0001,0000,-002,0002,0001,0001,0000,0001,0000
