delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,0001,-002,0001,0001,0002,0001,0000,0003
0001,0001,-002,0003,0001,0001,0001,0000,0003
0001,0001,0001,0001,0001,0002,0001,0000,0003
0001,0001,0001,0001,0001,0004,0001,0000,0003
0001,0001,0000,0001,0001,0004,0000,0000,0002
0002,0001,0000,0001,0002,0004,0001,0001,0002
0002,0001,0003,0002,0001,0003,0000,0000,0002
0001,0001,0003,0003,0002,0003,0001,0001,0002
0001,0001,0002,0003,0003,0002,0000,0001,0002
0001,0001,0002,0003,0003,0002,0001,0001,0002
0003,0003,0002,0002,0005,0002,0001,0004,0006
0003,0005,0002,0003,0006,0002,0002,0004,0002
0005,0009,0003,0004,0013,0004,0002,0011,0006
0005,0013,0002,0004,0018,0005,0004,0014,0005
0005,0018,0004,0006,0023,0005,0004,0020,0006
0004,0021,0004,0004,0028,0005,0004,0023,0007
0003,0023,0004,0004,0029,0004,0003,0028,0007
0003,0023,0004,0004,0031,0004,0003,0028,0007
0003,0023,0004,0004,0032,0004,0003,0028,0007
0003,0023,0004,0004,0034,0004,0003,0029,0007
0003,0023,0004,0004,0034,0004,0003,0029,0007
0003,0023,0004,0004,0033,0004,0003,0029,0007
0003,0023,0004,0004,0033,0004,0003,0028,0007
0005,0030,0004,0006,0033,0006,0003,0027,0006
0005,0031,0003,0006,0032,0006,0002,0027,0006
0005,0030,0003,0006,0032,0006,0002,0027,0006
0005,0031,0003,0006,0032,0006,0002,0027,0006
0005,0031,0003,0006,0032,0006,0002,0027,0006
0005,0032,0003,0006,0032,0006,0002,0027,0006
0005,0032,0003,0006,0032,0006,0002,0027,0006
0005,0033,0003,0005,0035,0006,0003,0027,0006
0005,0033,0005,0005,0035,0006,0004,0027,0007
0005,0033,0004,0006,0035,0006,0004,0026,0007
0005,0032,0005,0006,0035,0006,0004,0026,0007
0005,0031,0004,0005,0034,0005,0003,0026,0006
0005,0030,0006,0005,0032,0005,0003,0024,0006
0003,0029,0004,0006,0033,0007,0002,0024,0006
0005,0028,0004,0006,0032,0007,0003,0025,0006
0005,0027,0003,0006,0030,0004,0003,0025,0008
0005,0027,0003,0006,0029,0004,0005,0023,0008
0003,0024,0003,0006,0029,0007,0005,0023,0006
0003,0024,0004,0006,0029,0009,0004,0022,0006
0004,0024,0004,0006,0028,0009,0004,0021,0006
0006,0021,0004,0006,0027,0006,0004,0021,0006
0006,0021,0004,0006,0027,0006,0004,0020,0006
0006,0021,0003,0005,0025,0005,0004,0019,0006
0005,0018,0003,0005,0025,0005,0002,0020,0006
0005,0018,0003,0005,0025,0005,0002,0021,0006
0005,0019,0003,0005,0025,0005,0002,0021,0006
0005,0019,0003,0005,0025,0005,0002,0021,0006
0005,0020,0003,0005,0025,0005,0002,0021,0006
0005,0020,0003,0005,0025,0005,0002,0021,0006
0003,0018,0003,0005,0023,0005,0003,0019,0006
0003,0018,0002,0005,0021,0003,0005,0018,0006
0003,0018,0002,0005,0021,0003,0005,0018,0006
