delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,-002,0000,-001,0000,-001,-001,0000,-001
0000,-002,0000,-002,0000,-001,-001,-001,-001
0000,-002,0000,-002,0000,-002,-001,0000,-001
0001,-001,0003,-002,-001,0001,-001,0000,-001
0001,-002,0003,-002,0000,0001,-001,0000,-001
0001,-002,0002,-002,-002,0001,-001,0001,-001
0001,-002,0002,-002,-001,0001,-001,0001,-001
0001,-001,0002,-002,-001,0005,-001,0000,0002
0000,0000,0003,-002,0000,0007,-001,0000,0002
0001,0000,0010,0000,0001,0008,-001,0000,0002
0001,0000,0012,0000,0001,0012,-001,0002,0007
0001,0003,0014,0000,0003,0013,-001,0003,0007
0002,0009,0014,0000,0008,0013,0001,0006,0008
0002,0014,0009,0001,0016,0010,0003,0009,0008
0003,0020,0006,0004,0020,0009,0003,0012,0005
0005,0020,0005,0005,0022,0004,0003,0012,0004
0007,0018,0002,0008,0022,0004,0003,0012,0004
0017,0011,0002,0014,0020,0002,0007,0012,0003
0020,0006,0002,0016,0012,0002,0007,0009,0002
0020,0004,0002,0018,0009,0002,0007,0009,0001
0017,0003,0001,0018,0006,0005,0011,0005,0000
0009,0002,-001,0016,0004,0005,0011,0004,0000
0007,0000,-001,0011,0003,0003,0008,0003,0002
0004,0000,0000,0005,0003,0003,0004,0003,0002
0004,0000,0001,0004,0002,0002,0003,0003,0000
0004,-001,0001,0004,0001,0001,0002,0002,0000
0004,-001,0001,0002,-001,0001,0002,0000,0000
0002,-001,0001,0000,-001,0001,0001,-001,0000
0001,0000,0001,0000,0001,0002,0000,-001,0001
0000,-001,0001,0000,0001,0002,0000,-001,0000
0000,-001,0000,0000,0000,0002,0000,0001,0000
-001,-002,0000,0000,0000,-002,0000,0001,0000
0001,-002,0000,-001,-002,-002,-001,0001,-001
0000,-002,0000,-001,-002,-001,0000,0001,0000
0000,-002,0000,-001,-001,-001,-001,0000,0000
0000,-002,0000,-001,0000,-001,-001,-002,0001
0001,-002,0000,-002,0000,-002,-001,-002,0001
0001,-002,0001,-002,0000,-002,-002,0000,0000
0001,-003,0001,-002,-002,0000,-001,0000,0000
0001,-003,0000,-002,-002,0001,-001,0000,0000
0000,-001,0000,-001,-002,0001,-001,-001,-001
0000,-001,0000,-001,-001,0001,-001,0000,-002
0000,-001,0000,-002,-001,0001,-001,0000,-002
0000,-003,0001,-002,-001,0000,-001,0000,-001
0000,-003,0001,-002,-001,0000,-001,-001,-001
0000,-002,0000,-002,-002,0000,-001,-001,-003
0000,-001,0000,-001,-001,0000,-001,0000,-003
0000,-002,-002,-001,-002,0000,-001,0000,-002
0000,-002,-002,-001,0000,0000,-001,0000,0000
0001,-002,-002,-001,0000,0000,-001,-001,-001
0002,-002,0000,-001,0000,0000,-001,0001,-001
0002,-001,0000,-002,0001,-001,-001,-002,-001
0002,-002,0001,-002,0000,-001,-001,0001,0000
0000,-001,0002,-002,0000,-001,-001,0001,0000
0000,-002,0002,-002,-002,0000,0000,0001,0000
