delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,-002,-001,0000,-001,-001,0002,0000,-001
0000,-002,-001,0000,-001,-001,0000,0000,0001
-002,-002,-002,0000,0000,-001,0001,0000,0001
-002,-001,-001,0000,-001,0002,0000,-001,0001
0000,-001,-002,0000,-001,0001,-002,-001,0001
0000,-001,-001,-001,-001,0001,-002,-001,0002
0000,-001,-001,0000,-001,0001,-001,0000,0004
0000,0001,-001,0000,0000,0002,-001,0000,0006
0001,0001,0000,0001,0001,0004,0000,0001,0006
0001,0001,0002,0001,0002,0007,-001,0001,0010
0000,0002,0005,0001,0004,0009,0000,0005,0010
0000,0002,0006,0001,0006,0009,-001,0008,0007
-001,0005,0005,0002,0013,0008,0000,0011,0007
0000,0011,0005,0003,0018,0006,0002,0013,0004
0002,0012,0002,0003,0023,0002,0003,0016,0003
0005,0012,0000,0009,0023,0002,0007,0016,0001
0013,0012,0000,0017,0021,0002,0015,0012,0001
0017,0010,0000,0026,0014,0002,0019,0007,0001
0021,0005,0000,0030,0008,0001,0027,0002,0002
0021,0005,0000,0033,0008,0001,0027,0002,0002
0021,0005,0000,0033,0008,0001,0028,0002,0002
0021,0005,0000,0032,0008,0001,0030,0002,0002
0021,0005,0000,0032,0008,0001,0030,0002,0002
0021,0005,0000,0032,0008,0001,0030,0002,0002
0021,0005,0000,0032,0008,0001,0027,0002,0002
0017,0005,0000,0025,0008,0006,0023,0002,0003
0015,0004,0000,0015,0007,0006,0015,0002,0003
0010,0002,0004,0012,0005,0000,0011,0002,0004
0010,0002,0004,0007,0005,0000,0010,0002,0004
0010,0002,0004,0007,0005,0000,0008,0002,0004
0010,0002,0004,0007,0005,0000,0007,0002,0004
0010,0002,0004,0007,0005,0000,0007,0002,0004
0010,0002,0004,0005,0005,0000,0006,0002,0004
0005,0002,0000,0005,0002,0001,0004,0001,0002
0003,0002,-001,0004,0001,0001,0003,0001,0001
0002,0000,-001,0000,0001,0001,0003,0000,0000
0001,0002,-001,0000,0001,-003,0001,-001,0000
-001,0000,-001,0000,0001,-003,0001,-001,-001
-001,0001,-002,0000,0000,-001,0001,0000,-001
-001,0000,-001,0000,0000,-001,0000,0000,-001
0000,0000,-002,0000,-002,-001,0000,0001,-001
0000,-001,-002,0000,-002,0000,0001,-002,-001
0000,-001,-002,0000,-001,0000,0002,-001,-002
-001,-001,-002,0000,0000,-001,0001,-001,-002
-001,-001,-002,0000,-001,-002,-001,-001,-002
-001,0000,-002,0000,-001,-002,-001,-001,0000
-001,-002,-002,0000,-001,-002,0000,-001,-001
-001,-001,-002,0000,-001,-002,0000,-001,-001
-001,-001,-002,0000,-001,-002,0000,-002,-001
-001,-001,0001,0000,-001,-002,0000,-001,0001
-001,-001,-001,0001,-001,-002,-001,-002,0001
-001,-001,-001,0001,-001,-002,0000,-001,0001
-001,-001,-002,0001,-001,-002,-001,-002,0001
-001,-001,-002,-002,-001,-001,0000,-002,0001
-001,-001,-002,0000,-001,-001,0000,-002,0000
