delta1,delta2,delta3,delta4
0016,0023,0042,0034,
0016,0023,0042,0034,
0024,0032,0054,0046,
0024,0032,0054,0046,
0024,0035,0056,0045,
0028,0035,0049,0042,
0028,0035,0049,0042,
0028,0037,0048,0042,
0027,0033,0042,0042,
0027,0033,0042,0042,
0027,0030,0040,0038,
0020,0027,0039,0030,
0020,0027,0039,0030,
0020,0016,0029,0025,
0016,0016,0023,0022,
0016,0016,0023,0022,
0013,0013,0020,0018,
0011,0012,0011,0008,
0011,0012,0011,0008,
0011,0006,0011,0006,
0009,0006,0005,0005,
0009,0006,0005,0005,
0009,0005,0005,0005,
0001,0001,0003,0001,
0001,0001,0003,0001,
0001,0001,0003,0001,
0001,-001,0002,0003,
0001,-001,0002,0003,
0001,-001,0002,0003,
0003,-003,0000,0000,
