delta1,delta2,delta3,delta4
0006,0015,0028,0025,
0006,0015,0028,0025,
0014,0028,0050,0038,
0014,0028,0050,0038,
0014,0028,0050,0038,
0024,0035,0055,0043,
0024,0035,0055,0043,
0024,0035,0055,0043,
0030,0032,0046,0042,
0030,0032,0046,0042,
0030,0032,0046,0042,
0023,0026,0040,0033,
0023,0026,0040,0033,
0023,0026,0040,0033,
0014,0022,0028,0020,
0014,0022,0028,0020,
0014,0022,0028,0020,
0006,0011,0012,0013,
0006,0011,0012,0013,
0006,0011,0012,0013,
0002,0009,0003,0008,
0002,0009,0003,0008,
0002,0009,0003,0008,
0001,0007,0008,0006,
0001,0007,0008,0006,
0001,0007,0008,0006,
0003,-001,0002,0001,
0003,-001,0002,0001,
0003,-001,0002,0001,
-001,0007,0004,0001,
