delta1,delta2,delta3,delta4
0012,0014,0026,0013,
0012,0014,0026,0013,
0010,0014,0023,0020,
0010,0014,0023,0020,
0010,0014,0023,0020,
0012,0014,0022,0019,
0012,0014,0022,0019,
0012,0014,0022,0019,
0016,0013,0021,0017,
0016,0013,0021,0017,
0016,0013,0021,0017,
0016,0011,0020,0015,
0016,0011,0020,0015,
0016,0011,0020,0015,
0006,0008,0009,0010,
0006,0008,0009,0010,
0006,0008,0009,0010,
0002,0007,0004,0007,
0002,0007,0004,0007,
0002,0007,0004,0007,
-002,-005,0004,0004,
-002,-005,0004,0004,
-002,-005,0004,0004,
0003,0004,0006,0002,
0003,0004,0006,0002,
0003,0004,0006,0002,
0008,0003,0000,0002,
0008,0003,0000,0002,
0008,0003,0000,0002,
0003,0007,0006,0000,
