delta1,delta2,delta3,delta4
0018,0017,0037,0035,
0018,0017,0037,0035,
0019,0029,0045,0042,
0019,0029,0045,0042,
0019,0029,0045,0042,
0024,0035,0061,0044,
0024,0035,0061,0044,
0024,0035,0061,0044,
0027,0036,0059,0052,
0027,0036,0059,0052,
0027,0036,0059,0052,
0025,0033,0058,0051,
0025,0033,0058,0051,
0025,0033,0058,0051,
0025,0031,0047,0038,
0025,0031,0047,0038,
0025,0031,0047,0038,
0020,0025,0035,0032,
0020,0025,0035,0032,
0020,0025,0035,0032,
0010,0014,0021,0017,
0010,0014,0021,0017,
0010,0014,0021,0017,
0009,0008,0012,0009,
0009,0008,0012,0009,
0009,0008,0012,0009,
0007,0002,0009,0003,
0007,0002,0009,0003,
0007,0002,0009,0003,
0002,0002,-002,0010,
