delta1,delta2,delta3,delta4
0012,0020,0026,0021,
0012,0020,0026,0021,
0014,0019,0026,0025,
0014,0019,0026,0025,
0014,0019,0026,0025,
0014,0020,0031,0022,
0014,0020,0031,0022,
0014,0020,0031,0022,
0011,0014,0019,0021,
0011,0014,0019,0021,
0011,0014,0019,0021,
0015,0008,0013,0013,
0015,0008,0013,0013,
0015,0008,0013,0013,
0005,0008,0011,0010,
0005,0008,0011,0010,
0005,0008,0011,0010,
0008,0002,0007,0007,
0008,0002,0007,0007,
0008,0002,0007,0007,
0006,0000,0002,0004,
0006,0000,0002,0004,
0006,0000,0002,0004,
0002,0000,-001,0008,
0002,0000,-001,0008,
0002,0000,-001,0008,
0000,0005,0003,-001,
0000,0005,0003,-001,
0000,0005,0003,-001,
0000,0001,0005,0004,
