delta1,delta2,delta3,delta4
0008,0017,0031,0024,
0008,0017,0031,0024,
0014,0022,0043,0038,
0014,0022,0043,0038,
0014,0022,0043,0038,
0016,0030,0052,0037,
0016,0030,0052,0037,
0016,0030,0052,0037,
0016,0030,0047,0033,
0016,0030,0047,0033,
0016,0030,0047,0033,
0019,0026,0040,0031,
0019,0026,0040,0031,
0019,0026,0040,0031,
0016,0022,0035,0025,
0016,0022,0035,0025,
0016,0022,0035,0025,
0008,0018,0022,0017,
0008,0018,0022,0017,
0008,0018,0022,0017,
0005,0013,0018,0016,
0005,0013,0018,0016,
0005,0013,0018,0016,
0002,0008,0013,0006,
0002,0008,0013,0006,
0002,0008,0013,0006,
0001,0006,0005,0004,
0001,0006,0005,0004,
0001,0006,0005,0004,
0003,0001,0006,0003,
