delta1,delta2,delta3,delta4
0010,0015,0026,0021,
0010,0015,0026,0021,
0010,0019,0028,0022,
0010,0019,0028,0022,
0010,0019,0028,0022,
0014,0019,0028,0027,
0014,0019,0028,0027,
0014,0019,0028,0027,
0015,0018,0024,0017,
0015,0018,0024,0017,
0015,0018,0024,0017,
0006,0011,0021,0014,
0006,0011,0021,0014,
0006,0011,0021,0014,
0004,0008,0010,0010,
0004,0008,0010,0010,
0004,0008,0010,0010,
0004,0003,0006,0007,
0004,0003,0006,0007,
0004,0003,0006,0007,
0005,0000,0003,0004,
0005,0000,0003,0004,
0005,0000,0003,0004,
0004,0004,0003,0003,
0004,0004,0003,0003,
0004,0004,0003,0003,
-001,0005,0000,0003,
-001,0005,0000,0003,
-001,0005,0000,0003,
-003,0001,-002,0000,
