delta1,delta2,delta3,delta4
0014,0023,0036,0027,
0014,0023,0036,0027,
0020,0026,0041,0032,
0020,0026,0041,0032,
0020,0026,0041,0032,
0019,0026,0034,0028,
0019,0026,0034,0028,
0019,0026,0034,0028,
0012,0016,0026,0017,
0012,0016,0026,0017,
0012,0016,0026,0017,
0009,0007,0010,0007,
0009,0007,0010,0007,
0009,0007,0010,0007,
0001,0006,0005,0001,
0001,0006,0005,0001,
0001,0006,0005,0001,
0000,0005,0010,-001,
0000,0005,0010,0000,
0000,0005,0010,0000,
-005,0003,0009,0000,
-005,0003,0009,0000,
-005,0003,0009,0000,
0002,0005,0001,0004,
0002,0005,0001,0004,
0002,0005,0001,0004,
0000,0007,0007,0003,
0000,0007,0007,0003,
0000,0007,0007,0003,
0003,-003,0001,0001,
