delta1,delta2,delta3,delta4
0011,0018,0028,0022,
0011,0018,0028,0022,
0013,0020,0036,0033,
0013,0020,0036,0033,
0013,0020,0036,0033,
0018,0026,0044,0035,
0018,0026,0044,0035,
0018,0026,0044,0035,
0022,0027,0045,0038,
0022,0027,0045,0038,
0022,0027,0045,0038,
0020,0024,0035,0034,
0020,0024,0035,0034,
0020,0024,0035,0034,
0016,0019,0025,0028,
0016,0019,0025,0028,
0016,0019,0025,0028,
0012,0016,0019,0015,
0012,0016,0019,0015,
0012,0016,0019,0015,
0005,0010,0007,0008,
0005,0010,0007,0008,
0005,0010,0007,0008,
0002,-002,0002,0007,
0002,-002,0002,0007,
0002,-002,0002,0007,
0006,0001,0001,0003,
0006,0001,0001,0003,
0006,0001,0001,0003,
-003,0003,0003,0004,
