delta1,delta2,delta3,delta4
0010,0017,0031,0021,
0010,0017,0031,0021,
0018,0020,0033,0031,
0018,0020,0033,0031,
0018,0020,0033,0031,
0019,0023,0038,0035,
0019,0023,0038,0035,
0019,0023,0038,0035,
0021,0026,0039,0032,
0021,0026,0039,0032,
0021,0026,0039,0032,
0016,0026,0036,0024,
0016,0026,0036,0024,
0016,0026,0036,0024,
0018,0018,0023,0019,
0018,0018,0023,0019,
0018,0018,0023,0019,
0014,0013,0016,0017,
0014,0013,0016,0017,
0014,0013,0016,0017,
0008,0007,0009,0009,
0008,0007,0009,0009,
0008,0007,0009,0009,
-003,0005,0002,0007,
-003,0005,0002,0007,
-003,0005,0002,0007,
0004,0003,0000,0001,
0004,0003,0000,0001,
0004,0003,0000,0001,
0001,-001,-002,0006,
