delta1,delta2,delta3,delta4
0021,0024,0050,0044,
0021,0026,0052,0044,
0021,0032,0058,0044,
0028,0039,0063,0055,
0028,0039,0063,0055,
0029,0039,0063,0055,
0031,0041,0068,0062,
0031,0041,0068,0062,
0031,0041,0068,0054,
0031,0041,0058,0050,
0031,0041,0058,0046,
0026,0034,0044,0037,
0024,0026,0040,0030,
0024,0024,0033,0028,
0021,0016,0024,0020,
0013,0013,0019,0013,
0013,0010,0019,0013,
0013,0010,0012,0013,
0012,0010,0007,0004,
0012,0010,0007,0004,
0009,0011,0007,0004,
0006,0005,0006,0004,
0006,0005,0006,0004,
0006,0004,0006,0004,
0002,0000,0003,-001,
0002,0000,0003,-001,
0002,0000,0003,-001,
0003,-001,0003,-001,
0003,-001,0003,-001,
0003,-001,0003,-001,
