delta1,delta2,delta3,delta4
0011,0015,0030,0031,
0011,0016,0032,0031,
0021,0026,0043,0040,
0021,0026,0043,0040,
0021,0026,0043,0040,
0023,0029,0044,0040,
0023,0029,0044,0040,
0023,0029,0043,0037,
0022,0027,0038,0031,
0022,0026,0038,0031,
0022,0026,0027,0031,
0016,0017,0025,0023,
0016,0017,0025,0023,
0010,0014,0015,0017,
0009,0013,0011,0014,
0009,0007,0011,0011,
0009,0004,0009,0011,
0001,0004,0008,0007,
0000,0004,0008,0007,
0000,0004,0004,0007,
0007,0004,0004,0006,
0007,0004,0004,0006,
0004,0004,0006,0006,
-001,0000,0005,0004,
-001,0000,0005,0004,
-001,0000,0002,0004,
-003,0000,0002,0002,
-003,0000,0002,0002,
-003,0000,0003,0002,
0007,0002,-001,0002,
