delta1,delta2,delta3,delta4
0007,0021,0033,0018,
0007,0021,0033,0018,
0010,0019,0029,0023,
0010,0019,0029,0023,
0010,0019,0029,0023,
0014,0022,0031,0021,
0014,0022,0031,0021,
0014,0022,0031,0021,
0011,0020,0029,0027,
0011,0020,0029,0027,
0011,0020,0029,0027,
0009,0023,0026,0018,
0009,0023,0026,0018,
0009,0023,0026,0018,
0009,0012,0015,0016,
0009,0012,0015,0016,
0009,0012,0015,0016,
0007,0008,0009,0007,
0007,0008,0009,0007,
0007,0008,0009,0007,
0001,0007,0007,0006,
0001,0007,0007,0006,
0001,0007,0007,0006,
0005,0006,0002,0002,
0005,0006,0002,0002,
0005,0006,0002,0002,
0000,0004,0001,0003,
0000,0004,0001,0003,
0000,0004,0001,0003,
-002,0003,0003,0004,
