delta1,delta2,delta3,delta4
0005,0012,0027,0020,
0005,0012,0027,0020,
0013,0022,0037,0032,
0013,0022,0037,0032,
0013,0022,0037,0032,
0014,0024,0045,0040,
0014,0024,0045,0040,
0014,0024,0045,0040,
0017,0031,0049,0037,
0017,0031,0049,0037,
0017,0031,0049,0037,
0024,0031,0039,0032,
0024,0031,0039,0032,
0024,0031,0039,0032,
0015,0028,0035,0032,
0015,0028,0035,0032,
0015,0028,0035,0032,
0018,0019,0028,0021,
0018,0019,0028,0021,
0018,0019,0028,0021,
0010,0016,0021,0013,
0010,0016,0021,0013,
0010,0016,0021,0013,
0001,0012,0016,0008,
0001,0012,0016,0008,
0001,0012,0016,0008,
0003,0008,0009,0002,
0003,0008,0009,0002,
0003,0008,0009,0002,
0004,0000,0001,0023,
