delta1,delta2,delta3,delta4
0010,0016,0030,0027,
0010,0016,0030,0027,
0016,0022,0033,0022,
0016,0022,0033,0022,
0016,0022,0033,0022,
0014,0019,0028,0023,
0014,0019,0028,0023,
0014,0019,0028,0023,
0014,0016,0026,0021,
0014,0016,0026,0021,
0014,0016,0026,0021,
0008,0018,0022,0017,
0008,0018,0022,0017,
0008,0018,0022,0017,
0011,0009,0013,0007,
0011,0009,0013,0007,
0011,0009,0013,0007,
0009,0013,0016,0006,
0009,0013,0016,0006,
0009,0013,0016,0006,
0004,0006,0005,0004,
0004,0006,0005,0004,
0004,0006,0005,0004,
0007,0005,0005,0003,
0007,0005,0005,0003,
0007,0005,0005,0003,
-001,0005,0002,0005,
-001,0005,0002,0005,
-001,0005,0002,0005,
0004,0002,-001,0001,
