delta1,delta2,delta3,delta4
0021,0025,0044,0043,
0021,0025,0044,0043,
0024,0036,0061,0054,
0024,0036,0061,0054,
0024,0036,0061,0054,
0028,0049,0073,0063,
0028,0049,0073,0063,
0028,0049,0073,0063,
0036,0044,0074,0064,
0036,0044,0074,0064,
0036,0044,0065,0054,
0028,0040,0054,0046,
0028,0040,0054,0046,
0028,0034,0048,0038,
0027,0026,0037,0032,
0027,0026,0037,0032,
0027,0024,0030,0032,
0017,0015,0018,0014,
0017,0015,0018,0014,
0016,0015,0018,0014,
0007,0004,0003,0005,
0007,0004,0003,0005,
0007,0004,0003,0005,
0007,0002,0008,0002,
0007,0002,0008,0002,
0007,0002,0008,0002,
0001,0001,-005,-002,
0001,0001,-005,-002,
0001,0001,-005,-002,
0001,0002,-003,-002,
