delta1,delta2,delta3,delta4
0008,0012,0033,0031,
0008,0012,0033,0031,
0017,0025,0044,0036,
0017,0025,0044,0036,
0017,0025,0044,0036,
0021,0030,0043,0034,
0021,0030,0043,0034,
0021,0030,0043,0034,
0020,0026,0040,0028,
0020,0026,0040,0028,
0020,0026,0040,0028,
0016,0020,0030,0027,
0016,0020,0030,0027,
0016,0020,0030,0027,
0012,0015,0027,0021,
0012,0015,0027,0021,
0012,0015,0027,0021,
0010,0015,0022,0013,
0010,0015,0022,0013,
0010,0012,0022,0013,
0004,0007,0010,0009,
0004,0007,0010,0009,
0004,0007,0010,0009,
0004,0008,0010,0002,
0004,0008,0010,0002,
0004,0008,0010,0002,
0001,0006,0005,0000,
0001,0006,0005,0000,
0001,0006,0005,0000,
0005,-002,0000,-001,
