delta1,delta2,delta3,delta4
0014,0022,0040,0030,
0014,0022,0040,0030,
0022,0029,0049,0038,
0022,0029,0049,0038,
0022,0029,0049,0038,
0025,0034,0058,0050,
0025,0034,0058,0050,
0025,0034,0058,0050,
0033,0038,0064,0058,
0033,0038,0064,0058,
0033,0038,0064,0058,
0034,0038,0066,0051,
0034,0038,0066,0051,
0034,0038,0066,0051,
0028,0037,0052,0042,
0028,0037,0052,0042,
0028,0037,0052,0042,
0024,0028,0036,0028,
0024,0028,0036,0028,
0024,0028,0036,0028,
0022,0018,0025,0021,
0022,0018,0025,0021,
0022,0018,0025,0021,
0011,0009,0011,0014,
0011,0009,0011,0014,
0011,0009,0011,0014,
0002,0003,0007,0007,
0002,0003,0007,0007,
0002,0003,0007,0007,
-001,0003,0004,-001,
