delta1,delta2,delta3,delta4
0017,0015,0028,0026,
0017,0015,0028,0026,
0015,0025,0039,0033,
0015,0025,0039,0033,
0015,0025,0039,0033,
0020,0028,0044,0035,
0020,0028,0044,0035,
0020,0028,0044,0035,
0021,0029,0043,0035,
0021,0029,0043,0035,
0021,0029,0043,0035,
0022,0024,0036,0027,
0022,0024,0036,0027,
0022,0024,0036,0027,
0012,0023,0032,0019,
0012,0023,0032,0019,
0012,0020,0032,0019,
0010,0017,0015,0019,
0010,0017,0015,0019,
0010,0017,0015,0019,
0011,0007,0009,0008,
0011,0007,0009,0008,
0011,0007,0009,0008,
0006,0006,0005,0004,
0006,0006,0005,0004,
0006,0006,0005,0004,
0004,0005,0004,0004,
0004,0005,0004,0004,
0004,0005,0004,0004,
0005,0004,0001,0001,
