delta1,delta2,delta3,delta4
0013,0014,0032,0034,
0013,0014,0035,0034,
0019,0030,0053,0045,
0019,0030,0053,0045,
0019,0030,0051,0045,
0022,0030,0051,0042,
0022,0030,0051,0042,
0022,0030,0042,0042,
0019,0023,0042,0036,
0019,0023,0042,0036,
0019,0020,0029,0031,
0016,0019,0025,0026,
0016,0015,0023,0026,
0016,0013,0016,0018,
0011,0011,0010,0014,
0011,0005,0010,0014,
0009,0005,0007,0013,
0003,0000,0006,0006,
0003,0000,0006,0006,
0003,0000,0006,0006,
-002,0002,0006,0004,
-002,0002,0006,0004,
-002,0002,0001,0004,
0001,0001,0001,0003,
0001,0001,0001,0003,
0001,0001,0003,0003,
0003,0000,0003,0003,
0003,0000,0003,0003,
0003,0000,0003,0003,
0005,0002,0003,0006,
