delta1,delta2,delta3,delta4
0010,0017,0029,0025,
0010,0017,0029,0025,
0016,0018,0032,0023,
0016,0018,0032,0023,
0016,0018,0032,0023,
0016,0015,0029,0018,
0016,0015,0029,0018,
0016,0015,0029,0018,
0009,0015,0023,0012,
0009,0015,0023,0012,
0009,0015,0023,0012,
0004,0010,0016,0008,
0004,0010,0016,0008,
0004,0010,0016,0008,
0001,0002,0006,0006,
0001,0002,0006,0006,
0001,0002,0006,0006,
0000,0006,0005,0003,
0000,0006,0005,0003,
0000,0006,0005,0003,
0004,0001,0002,0002,
0004,0001,0002,0002,
0004,0001,0002,0002,
-001,0006,0007,0001,
-001,0006,0007,0001,
-001,0006,0007,0001,
0001,0004,0000,0003,
0001,0004,0000,0003,
0001,0004,0000,0003,
-003,0007,0008,0000,
