delta1,delta2,delta3,delta4
0019,0021,0034,0036,
0019,0021,0034,0036,
0026,0030,0050,0046,
0026,0030,0050,0046,
0026,0030,0050,0046,
0027,0040,0061,0052,
0027,0040,0061,0052,
0027,0040,0061,0052,
0032,0044,0064,0055,
0032,0044,0064,0055,
0032,0044,0064,0055,
0035,0042,0060,0052,
0035,0042,0060,0052,
0035,0042,0060,0052,
0024,0040,0046,0040,
0024,0040,0046,0040,
0024,0039,0046,0040,
0023,0021,0029,0022,
0023,0020,0027,0022,
0021,0020,0027,0022,
0014,0010,0014,0011,
0014,0010,0014,0011,
0014,0010,0014,0011,
-001,0007,0000,0006,
-001,0007,0000,0006,
-001,0007,0000,0006,
0001,0003,-002,0001,
0001,0003,-002,0001,
0001,0003,-002,0001,
0004,-002,-002,-003,
