delta1,delta2,delta3,delta4
0013,0014,0031,0020,
0013,0014,0031,0020,
0015,0016,0030,0022,
0015,0016,0030,0022,
0015,0016,0030,0022,
0014,0015,0023,0022,
0014,0015,0023,0022,
0014,0015,0023,0022,
0009,0017,0027,0017,
0009,0017,0027,0017,
0009,0017,0027,0017,
0012,0009,0015,0013,
0012,0009,0015,0013,
0012,0009,0015,0013,
0005,0003,0008,0010,
0005,0003,0008,0010,
0005,0003,0008,0010,
0001,0003,0008,0008,
0001,0003,0008,0008,
0001,0003,0008,0008,
0006,0002,0001,0001,
0006,0002,0001,0001,
0006,0002,0001,0001,
-001,-002,0001,0006,
0000,-001,0001,0006,
0000,-001,0001,0006,
0001,0004,0004,-001,
0001,0004,0004,-001,
0001,0004,0004,-001,
0003,0001,0012,0002,
