delta1,delta2,delta3,delta4
0009,0017,0029,0021,
0009,0017,0029,0021,
0018,0019,0033,0021,
0018,0019,0033,0021,
0018,0019,0033,0021,
0015,0022,0037,0025,
0015,0022,0037,0025,
0015,0022,0037,0025,
0017,0020,0030,0024,
0017,0020,0030,0024,
0017,0020,0030,0024,
0013,0018,0025,0017,
0013,0018,0025,0017,
0013,0018,0025,0017,
0011,0012,0014,0012,
0011,0012,0014,0012,
0011,0012,0014,0012,
0005,0010,0013,0011,
0005,0010,0013,0011,
0005,0010,0013,0011,
0002,0010,0007,0011,
0002,0010,0007,0011,
0002,0010,0007,0011,
0001,0005,0002,0006,
0001,0005,0002,0006,
0001,0005,0002,0006,
0006,0005,0002,0003,
0006,0005,0002,0003,
0006,0005,0002,0003,
0003,0004,0004,0004,
