delta1,delta2,delta3,delta4
0012,0015,0025,0031,
0012,0015,0025,0032,
0023,0023,0049,0051,
0023,0029,0049,0051,
0023,0030,0052,0051,
0028,0041,0064,0060,
0028,0041,0064,0060,
0028,0041,0064,0060,
0028,0046,0062,0061,
0028,0046,0062,0061,
0028,0046,0062,0061,
0029,0042,0059,0059,
0029,0042,0059,0059,
0029,0040,0058,0051,
0029,0037,0048,0044,
0029,0037,0045,0039,
0025,0035,0043,0032,
0019,0030,0035,0026,
0019,0024,0027,0026,
0018,0024,0019,0024,
0012,0017,0019,0015,
0012,0014,0016,0015,
0009,0010,0012,0015,
0005,0008,0007,0005,
0005,0004,0007,0005,
0004,0004,0005,0005,
0001,0001,-003,0001,
0001,0001,-003,0001,
0001,0001,-003,0001,
0005,0003,-004,0001,
