delta1,delta2,delta3,delta4
0011,0016,0029,0028,
0015,0019,0029,0030,
0015,0025,0044,0043,
0015,0025,0044,0043,
0015,0026,0049,0043,
0026,0031,0053,0044,
0026,0031,0053,0044,
0026,0034,0053,0044,
0026,0031,0043,0039,
0026,0031,0043,0039,
0026,0028,0043,0039,
0016,0023,0034,0033,
0016,0021,0034,0033,
0016,0021,0034,0030,
0014,0020,0031,0025,
0014,0018,0029,0025,
0014,0017,0027,0023,
0013,0013,0020,0019,
0013,0013,0020,0019,
0012,0013,0020,0016,
0005,0010,0013,0015,
0005,0004,0013,0015,
0005,0004,0010,0012,
0008,0006,0007,0006,
0008,0006,0007,0006,
0008,0006,0007,0006,
0006,0004,0001,0004,
0006,0004,0001,0004,
0003,0004,0001,0004,
-001,0000,0005,0005,
