delta1,delta2,delta3,delta4
0011,0023,0034,0023,
0011,0023,0034,0023,
0011,0024,0039,0026,
0011,0024,0039,0026,
0011,0024,0039,0026,
0018,0022,0034,0026,
0018,0022,0034,0026,
0018,0022,0034,0026,
0017,0023,0032,0028,
0017,0023,0032,0028,
0017,0023,0032,0028,
0014,0024,0034,0026,
0014,0024,0034,0026,
0014,0024,0034,0026,
0014,0023,0031,0016,
0014,0023,0031,0016,
0014,0023,0031,0016,
0014,0018,0026,0018,
0014,0018,0026,0018,
0014,0018,0026,0018,
0010,0016,0018,0015,
0010,0016,0018,0015,
0010,0016,0018,0015,
0008,0010,0012,0010,
0008,0010,0012,0010,
0008,0010,0012,0010,
0002,0004,0006,0006,
0002,0004,0006,0006,
0002,0004,0006,0006,
0001,0001,0001,0002,
