delta1,delta2,delta3,delta4
0009,0016,0028,0026,
0009,0016,0028,0026,
0013,0027,0044,0038,
0013,0027,0044,0038,
0013,0027,0044,0038,
0019,0035,0049,0038,
0019,0035,0049,0038,
0019,0035,0049,0038,
0023,0034,0046,0038,
0023,0034,0046,0038,
0023,0034,0046,0038,
0018,0029,0040,0030,
0018,0029,0040,0030,
0018,0029,0040,0030,
0015,0020,0026,0018,
0015,0020,0026,0018,
0015,0020,0026,0018,
0009,0010,0007,0010,
0009,0010,0007,0010,
0009,0010,0007,0010,
0003,0008,0007,0006,
0003,0008,0007,0006,
0003,0008,0007,0006,
0002,0000,0001,0002,
0002,0000,0001,0002,
0002,0000,0001,0002,
0006,0002,-001,-001,
0006,0002,-001,-001,
0006,0002,-001,-001,
0001,0001,0000,0006,
