delta1,delta2,delta3,delta4
0021,0024,0045,0040,
0021,0024,0045,0040,
0025,0038,0067,0062,
0025,0038,0067,0062,
0025,0038,0067,0062,
0034,0048,0080,0072,
0034,0048,0080,0072,
0034,0048,0080,0072,
0041,0059,0088,0074,
0041,0059,0088,0074,
0041,0059,0088,0074,
0041,0058,0096,0072,
0041,0058,0096,0072,
0041,0058,0096,0072,
0039,0057,0075,0058,
0039,0057,0071,0058,
0039,0049,0068,0058,
0031,0040,0049,0041,
0031,0040,0049,0041,
0031,0034,0048,0041,
0018,0017,0027,0026,
0018,0015,0027,0026,
0018,0015,0027,0026,
0008,0009,0003,0014,
0008,0009,0003,0014,
0008,0009,0003,0014,
0002,0007,0010,0004,
0002,0007,0010,0004,
0002,0007,0010,0004,
0009,0000,0004,0005,
