delta1,delta2,delta3,delta4
0015,0017,0033,0032,
0015,0019,0035,0036,
0019,0025,0048,0043,
0019,0025,0048,0043,
0019,0025,0048,0043,
0026,0035,0059,0050,
0026,0035,0059,0050,
0026,0036,0063,0050,
0025,0038,0064,0054,
0025,0038,0064,0054,
0025,0038,0064,0054,
0033,0045,0069,0053,
0033,0045,0069,0053,
0033,0045,0068,0053,
0025,0041,0057,0052,
0025,0041,0057,0052,
0025,0041,0057,0051,
0022,0033,0048,0036,
0022,0033,0048,0036,
0022,0033,0040,0036,
0019,0023,0038,0021,
0019,0023,0038,0021,
0019,0023,0031,0021,
0011,0018,0019,0016,
0011,0018,0019,0016,
0011,0015,0019,0016,
0004,0009,0011,0011,
0004,0009,0011,0011,
0004,0009,0011,0009,
0006,0005,0009,0005,
