delta1,delta2,delta3,delta4
0017,0019,0039,0041,
0017,0024,0047,0051,
0023,0033,0068,0059,
0023,0033,0068,0059,
0023,0038,0072,0067,
0033,0053,0085,0071,
0033,0053,0085,0071,
0033,0056,0085,0072,
0040,0060,0091,0087,
0040,0060,0091,0087,
0040,0056,0083,0075,
0037,0055,0069,0062,
0037,0055,0069,0062,
0030,0041,0052,0045,
0026,0034,0041,0032,
0026,0034,0035,0032,
0017,0020,0026,0024,
0007,0011,0016,0012,
0007,0007,0016,0012,
0007,0006,0010,0008,
0000,0002,0009,0002,
0000,0002,0009,0002,
0000,0002,0009,0002,
0000,0006,0000,0002,
0000,0006,0000,0002,
0000,0006,0000,0002,
-006,-001,0005,0003,
-006,-001,0005,0003,
-006,-001,0005,0003,
-003,-001,0005,0003,
