delta1,delta2,delta3,delta4
0013,0016,0027,0026,
0013,0016,0027,0026,
0015,0023,0042,0038,
0015,0023,0042,0038,
0015,0023,0042,0040,
0022,0032,0053,0046,
0022,0032,0053,0046,
0022,0032,0053,0046,
0027,0038,0067,0058,
0027,0038,0067,0058,
0027,0041,0068,0059,
0029,0050,0080,0076,
0029,0050,0080,0076,
0029,0052,0080,0076,
0037,0055,0093,0087,
0037,0055,0093,0087,
0037,0056,0093,0087,
0041,0057,0094,0092,
0041,0057,0094,0092,
0041,0057,0094,0092,
0041,0057,0086,0077,
0041,0057,0086,0073,
0037,0050,0075,0060,
0032,0048,0073,0054,
0032,0048,0064,0054,
0031,0036,0048,0037,
0024,0030,0044,0032,
0024,0023,0035,0032,
0017,0015,0022,0020,
0014,0015,0018,0008,
