delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0002,0002,0000,0001,0001,0002,0000,0000,0002
0003,0002,0001,0000,0002,0001,0000,0000,-001
0003,0002,0001,0001,0002,0002,0001,0000,0001
0003,0002,-002,0000,0001,0003,0001,0001,-001
0003,0001,-002,0001,0001,0003,0002,0001,0001
0003,0001,-001,0001,0001,0001,0001,0001,0001
0002,0001,0000,0001,0001,0001,0001,0001,0001
0002,0001,0000,0002,0001,0003,0001,0001,0001
0002,0001,0000,0002,0001,0003,0000,0002,0002
0003,0001,0000,0002,0003,0003,0003,0002,0002
0005,0002,0000,0002,0003,0004,0003,0002,0003
0008,0002,0002,0006,0003,0004,0005,0002,0000
0009,0002,0000,0006,0005,0002,0006,0002,0002
0014,0002,0000,0006,0005,0002,0006,0003,0002
0020,0005,0000,0013,0006,0001,0009,0002,0002
0020,0007,0000,0016,0006,0003,0011,0003,0001
0013,0012,0000,0018,0010,0003,0012,0008,0001
0011,0014,0002,0018,0018,0004,0013,0008,0001
0004,0014,0002,0012,0027,0005,0013,0010,0003
0003,0006,0005,0003,0027,0006,0011,0021,0004
0003,0006,0005,0003,0023,0006,0011,0021,0004
0003,0006,0005,0003,0019,0006,0011,0021,0004
0004,0002,0001,0003,0011,0006,0003,0022,0010
0004,0001,0000,0001,0005,0005,0003,0022,0010
0002,0001,0000,0000,0002,0001,0001,0006,0010
0002,0001,-002,0000,0002,0001,0001,0005,0004
0002,0001,-002,0000,0002,0002,0001,0003,-001
0001,0002,-002,0001,-001,0002,0002,0003,-001
0001,0002,-001,0000,-001,0002,0000,0001,-001
0000,0002,-001,0000,0000,0000,-003,0001,-001
0001,0001,0000,-001,0000,0000,-003,0000,-001
0001,0001,0001,-001,0000,0000,-003,0000,-001
0001,0001,0001,-001,0000,0001,-001,0000,-001
0001,0002,0001,-001,0000,0001,-001,0000,-001
0001,0002,-002,-001,0000,0001,-001,0000,-001
0001,0002,-002,0000,0001,0002,0000,0000,0000
0000,0001,-002,0000,0001,0002,-001,0000,0000
0001,0000,-001,0000,0000,0002,0000,0001,0000
0003,0000,0001,0000,0000,0001,0001,0001,-001
0003,0000,0001,0000,0000,0001,0001,0001,-001
0001,0001,0000,0000,0001,0000,0002,0001,-001
0001,0001,0000,0000,0001,-001,0002,0001,0000
0001,0002,-001,-001,0001,0000,0002,0001,0000
0002,0001,-002,0000,0001,0002,0002,-001,0000
0003,0001,-002,0000,0000,0002,-001,-001,0000
0003,0001,-002,0000,0000,0001,-001,-001,0001
0002,0000,-001,0000,0001,0001,0000,-001,0002
0002,0000,-001,0000,0001,0001,0000,0000,0002
0001,0000,0000,0000,0000,0001,0002,0001,0001
0001,0000,0000,0000,0000,0001,0000,0000,0001
0001,0000,0000,-001,0000,-001,0001,0001,-001
0001,0001,-002,-001,0000,-001,0000,0001,-001
0000,0000,-001,0000,0000,0000,0000,0000,0000
0001,-001,0000,0000,0000,0001,-001,0000,0000
0001,-001,0001,-001,0000,0001,0001,-001,-001
