delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,0000,0000,0000,-001,0000,-002,-001,0003
0000,0000,0000,-001,-001,0000,-002,-001,0002
0000,0002,0000,-001,-001,0000,-002,-002,0002
0000,0000,0000,0000,-001,0000,0000,-001,0002
0000,0001,0000,0000,-001,-002,0001,-001,0002
0000,0000,0000,0000,-001,-002,0001,0001,0001
0000,0001,0000,0000,0000,-002,0001,0001,0001
0000,0001,0000,0000,0000,-002,0001,0001,0001
0000,0001,0000,0001,0000,-002,0001,0000,0001
0003,0001,0002,0001,0000,-002,0001,0000,-001
0003,0002,0002,0001,0002,0000,0004,0001,0001
0003,0002,0002,0001,0003,0003,0005,0001,0001
0003,0003,0001,0002,0003,0003,0006,0001,0001
0004,0003,0002,0008,0004,0006,0014,0004,0004
0011,0004,0002,0012,0006,0006,0025,0005,0004
0013,0004,0002,0024,0011,0001,0036,0012,0004
0013,0004,0002,0024,0011,0001,0039,0012,0004
0013,0004,0002,0024,0011,0001,0041,0012,0004
0013,0004,0002,0024,0011,0001,0044,0012,0004
0013,0004,0002,0024,0011,0001,0051,0012,0004
0013,0004,0002,0024,0011,0001,0051,0012,0004
0014,0010,0002,0024,0018,0001,0039,0018,0004
0014,0015,0004,0022,0032,0004,0014,0029,0004
0006,0028,0006,0007,0043,0005,0007,0029,0004
0006,0028,0006,0007,0045,0005,0004,0029,0004
0006,0033,0006,0007,0049,0005,0003,0027,0004
0006,0033,0006,0007,0049,0005,0002,0024,0004
0006,0031,0006,0007,0043,0005,0002,0020,0004
0006,0025,0006,0007,0032,0005,0002,0020,0004
0006,0020,0006,0007,0032,0005,0002,0020,0004
0005,0012,0016,0001,0016,0014,0001,0009,0011
0002,0007,0016,0000,0006,0021,0000,0006,0014
0002,0007,0016,0000,0005,0021,0000,0006,0014
0002,0007,0016,0000,0004,0021,0000,0006,0014
0002,0007,0016,0000,0004,0021,0000,0006,0014
0002,0007,0016,0000,0004,0021,0000,0006,0014
0002,0007,0016,0000,0004,0021,0000,0006,0014
0002,0002,0012,0000,0004,0012,0002,0002,0012
0000,0002,0005,0000,0001,0006,0002,0001,0005
0000,0002,0003,0000,0001,0003,0002,0001,0004
0000,0002,0002,0000,0001,0003,0002,0000,0003
0001,0002,0002,0000,0001,0001,0002,0000,0003
0001,0002,0002,0000,0002,0000,0002,0001,0003
0001,0001,0002,0000,0002,0001,0001,0002,0003
0001,0001,0003,0000,0001,-001,0002,0002,0003
0001,0000,0001,0000,0001,-002,0001,0002,0001
0001,0000,0002,0000,0001,-002,0001,-001,0001
0001,0000,0001,-001,0000,-001,0001,-001,0000
0000,0000,0002,0000,-001,0000,0001,-001,0000
0000,0000,0002,0000,0000,0001,0001,-001,0002
0000,0000,0002,0000,0000,0001,0000,-001,0002
0001,0000,0000,0000,0000,-001,0001,-001,0002
0001,0001,0000,0000,0000,-001,0001,0000,0001
0001,0001,0000,0000,0000,0000,0001,0001,-001
0000,0001,0000,-001,0000,0001,0001,0001,-001
