delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0001,0000,0000,0000,0000,0000,0000,0000,0000
0000,0000,-001,0001,-001,0000,0000,0000,0000
0000,-001,-001,0001,-001,0000,0001,0000,0000
0000,0000,-001,0001,-001,0000,0001,0002,0000
0000,0001,-001,0000,0000,0003,0002,0002,0001
0000,0001,-001,0000,0001,0003,0002,0001,0002
0002,0002,-001,0000,0000,0002,0002,0001,0002
0002,0002,-002,0000,0000,0000,0002,0001,0002
0001,0001,-002,0000,0000,0000,0002,0002,0003
0001,0001,-002,0000,0002,0003,0002,0002,0003
0000,0001,-002,0002,0002,0003,0008,0002,0003
0001,0001,0001,0002,0001,0003,0008,0002,0003
0002,0002,0001,0002,0001,0003,0011,0003,0002
0003,0001,0001,0004,0003,0004,0018,0003,0002
0003,0001,0000,0004,0003,0003,0028,0005,0002
0002,0000,-002,0005,0002,0001,0036,0006,0004
0002,0000,-002,0005,0002,0001,0037,0006,0004
0002,0000,-002,0005,0002,0001,0037,0006,0004
0002,0000,-002,0005,0002,0001,0040,0006,0004
0002,0000,-002,0005,0002,0001,0040,0006,0004
0002,0000,-002,0005,0002,0001,0040,0006,0004
0005,0003,-002,0015,0006,0003,0037,0016,0002
0005,0003,0000,0021,0008,0004,0035,0023,0002
0006,0004,0002,0021,0013,0005,0021,0030,0002
0006,0006,0002,0019,0021,0005,0013,0037,0007
0006,0006,0002,0019,0021,0005,0013,0037,0007
0006,0006,0002,0019,0021,0005,0008,0032,0007
0006,0006,0002,0019,0021,0005,0008,0032,0007
0006,0006,0002,0019,0021,0005,0008,0032,0007
0006,0006,0002,0019,0021,0005,0008,0026,0007
0006,0006,0002,0019,0021,0005,0007,0026,0007
0004,0014,0003,0007,0042,0006,0006,0026,0009
0002,0020,0004,0005,0042,0010,0006,0023,0017
0002,0020,0004,0005,0041,0010,0006,0023,0017
0002,0020,0004,0005,0040,0010,0006,0023,0017
0002,0020,0004,0005,0038,0010,0006,0023,0017
0002,0020,0004,0005,0032,0010,0006,0023,0017
0002,0020,0004,0005,0031,0010,0006,0023,0017
0002,0020,0008,0001,0018,0028,0001,0009,0026
0002,0015,0022,0001,0010,0029,0001,0005,0027
0002,0015,0022,0001,0007,0033,0001,0004,0027
0002,0015,0022,0001,0005,0029,0001,0004,0025
0002,0015,0022,0001,0005,0027,0001,0002,0025
0002,0015,0022,0001,0005,0027,0001,0002,0025
0002,0015,0022,0001,0003,0027,0001,0002,0020
0001,0001,0027,0001,0002,0026,0000,0002,0018
0001,0001,0027,0002,0001,0020,0000,0001,0011
0001,0001,0022,0002,0001,0020,0000,0001,0011
0001,0001,0018,0002,0001,0020,0000,0001,0011
0001,0001,0012,0001,0000,0012,0000,0001,0009
0001,0001,0008,0001,0000,0008,0000,0001,0006
0001,0001,0008,0001,0000,0007,0000,0001,0006
0001,0001,0008,0001,0000,0007,0000,0001,0006
0001,0001,0008,0001,0000,0004,0000,0001,0006
0001,0001,0008,0001,0000,0005,0000,0001,0006
