delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0002,0001,0000,0001,0001,0001,0002,0000,0001
0002,0000,-001,0001,-001,0002,0002,0000,0001
0002,0000,-001,0002,-001,0002,0002,0000,-001
0003,0001,-001,0004,0001,0002,0002,0001,-001
0005,0003,0000,0005,0001,-001,0004,0001,0000
0005,0003,0001,0005,0002,-001,0005,0002,0001
0005,0003,0000,0006,0002,-001,0005,0002,0001
0005,0002,0000,0006,0002,0002,0005,0002,0000
0007,0002,0000,0008,0003,0002,0006,0002,0000
0008,0004,0001,0009,0003,0003,0007,0002,0001
0008,0004,0001,0010,0004,0002,0007,0003,0001
0009,0005,0001,0011,0006,0003,0009,0003,0001
0009,0010,0001,0011,0013,-002,0009,0009,0001
0005,0011,0001,0007,0018,0002,0008,0014,0001
0004,0011,0003,0005,0020,0002,0006,0017,0001
0003,0011,0004,0004,0020,0006,0004,0017,0010
0002,0007,0004,0002,0019,0011,0003,0016,0011
0002,0004,0004,0001,0008,0026,0003,0015,0033
0003,0004,0005,0001,0005,0035,0004,0012,0065
0003,0004,0005,0001,0005,0035,0004,0012,0065
0003,0004,0005,0001,0005,0034,0004,0012,0065
0003,0004,0005,0001,0005,0026,0004,0012,0058
0003,0004,0005,0001,0005,0018,0004,0012,0052
0003,0004,0005,0001,0005,0017,0004,0012,0048
0003,0004,0001,0001,0002,0008,0001,0003,0040
0003,0001,0001,0000,0001,0004,0000,0000,0022
0001,-001,0000,0000,0001,0003,0001,0000,0014
0001,-001,0000,0000,0001,0003,0002,0001,0009
0001,-001,0000,0000,0001,0003,0002,0001,0008
0001,-001,0000,0000,0001,0003,0002,0001,0007
0001,-001,0000,0000,0001,0003,0002,0001,0007
0001,-001,0000,0000,0001,0003,0002,0001,0005
0001,-001,0000,0000,0001,0003,0002,0001,0005
0001,-001,0000,0000,0000,0003,-001,0000,0004
-001,0002,0001,0000,-001,0003,-001,0000,0003
-001,0001,0001,0000,-001,0001,-001,0000,0003
0001,0001,-001,0000,0001,0000,0000,0001,0003
0001,0000,-001,-001,0001,0000,0000,0001,0000
0001,0000,0000,-001,0001,0000,0001,0001,0000
0001,0001,0000,0000,0000,0000,0000,0000,0001
0000,0001,-002,0000,0000,0000,0001,0001,0001
0000,0001,-002,-001,0000,0000,0000,0000,0001
0000,0001,-002,-001,-001,0000,-001,0000,0001
0000,0001,-002,-001,-001,0000,-001,0000,0001
0000,0001,-001,-001,-001,0000,-001,0000,0001
0000,0001,-002,0000,-001,0000,0000,-001,0001
0001,0001,-001,0000,-001,0000,0000,0000,0001
0001,0000,-002,0000,0000,0000,0000,0000,0001
0001,0000,-001,0001,0000,0003,0000,0000,-001
0001,0000,-001,0001,0000,0003,0000,0000,0001
0002,0001,-001,0000,0000,-001,0001,0000,0001
0002,0001,-001,0000,-001,-001,0001,0000,0001
0002,0001,-001,0000,-001,-002,0001,0000,0001
0002,0001,0000,0000,-001,0001,0001,0000,0001
-001,0001,0000,-001,-001,0001,0001,0000,-001
