delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,0001,-001,0000,0000,0000,-001,0000,-001
0000,0001,-001,0000,0000,0002,-001,0000,-001
0002,0000,0000,0000,0002,-001,0000,0002,0000
0002,0000,0000,-001,0002,0001,0000,0002,0000
0001,0000,0000,-001,0002,0001,0000,0001,0000
0001,-001,-001,0000,0000,0002,0000,0000,0001
0001,-001,-001,0001,0000,0004,0000,0000,0001
0001,-001,-001,0001,0000,0003,0000,0000,0001
0000,0000,0000,0001,0001,0003,-001,0002,0001
0001,0000,0000,0000,0002,0003,-001,0002,0004
0001,0000,0000,0000,0002,0003,-001,0003,0008
0001,0002,0001,0002,0002,0004,-001,0008,0011
0000,0002,0001,0002,0005,0005,0000,0010,0013
0000,0002,0001,0002,0005,0006,0000,0013,0014
0002,0003,0002,0002,0008,0010,0002,0022,0014
0002,0005,0003,0002,0014,0014,0002,0022,0014
0002,0006,0003,0002,0023,0022,0002,0012,0007
0001,0019,0011,0000,0023,0022,0001,0004,0006
0001,0019,0016,0000,0005,0015,0000,0002,0004
0001,0004,0018,0000,0003,0012,-002,0002,0004
0002,0002,0018,0000,0002,0008,-002,0000,0004
0002,0000,0010,0000,0001,0007,-002,0000,0004
0002,0000,0006,0000,0001,0006,-002,0000,0004
0001,0000,0006,0000,0002,0003,0000,0000,0003
0001,0001,0006,0001,0002,0003,0000,0000,0003
0001,0001,0003,0002,0002,0003,0000,0000,0003
0000,0003,0004,0002,0002,0004,-001,0000,0003
0000,0003,0003,0001,0000,0004,-001,0000,0002
0000,0003,0000,0001,0000,0003,-001,0000,0002
0001,0001,0000,0000,0000,0003,-001,-001,0002
0001,0001,-001,0000,0000,0003,-002,-001,0002
0001,0001,0002,0000,0000,0003,-002,-001,-001
0002,0000,0000,0000,0001,0003,0001,0000,-001
0002,0000,0000,0000,0001,0003,0002,0000,-002
0002,0000,0000,0000,0000,0001,0001,0000,0001
0001,0001,0000,0000,0000,0000,0001,0000,0000
0001,0001,0000,0000,0000,0001,-001,0000,0000
-001,0001,0000,0000,0000,0003,-001,0000,0000
-001,0000,-002,0000,0000,0003,-002,0000,-001
0000,0000,-002,0000,0000,0001,0000,0000,-001
0001,0000,-002,0000,0001,0001,-002,0000,-001
0001,0000,0000,0001,0001,0002,0000,0000,0001
0001,0000,0000,0001,0001,0002,-001,0000,0001
0002,0000,0001,0001,0001,0002,0001,0000,0001
0001,0000,0001,-001,0001,0001,0001,0001,-001
0000,0000,0001,-001,0001,0001,0001,0001,0002
0000,0000,-001,-001,0001,0001,0001,0000,0002
0003,0002,-002,0001,0002,0002,0000,0000,0002
0003,0002,-002,0001,0002,0002,0000,0000,0002
0003,0002,0000,0001,0002,0002,0000,0001,0000
0002,0000,0001,0002,0002,0002,0000,-001,0000
0002,0001,0001,0002,0002,0002,0000,-001,0000
0002,0001,0001,0002,0002,0003,0000,-001,0001
0001,0001,0001,0000,0000,-001,-002,-002,0000
0001,-001,0000,-001,0000,0000,0000,-002,0001
