delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,-001,0001,-001,0001,0004,0001,0000,0001
0002,-001,0001,-001,0001,0003,0001,0000,0001
0001,0000,-001,-001,0000,0001,0000,0000,0001
0001,0000,-001,-001,0000,0002,0000,0000,0001
0001,0001,-001,-001,-002,0000,0000,0000,0001
0001,0000,0001,-002,-002,0002,-001,0000,0004
0001,0000,0001,0000,-001,0002,0000,0000,0005
0002,0000,0002,0000,0000,0003,0000,0000,0008
0001,-002,0001,0000,0002,0007,0002,0002,0014
0001,0000,0002,0000,0002,0008,0002,0003,0018
0001,0000,0002,0000,0002,0009,0002,0004,0018
0002,0004,0006,0002,0006,0016,0000,0012,0015
0002,0007,0009,0002,0014,0016,0002,0013,0012
0004,0009,0009,0002,0019,0008,0004,0013,0007
0004,0018,0006,0003,0021,0007,0006,0013,0004
0005,0018,0005,0004,0021,0005,0006,0009,0002
0006,0018,0001,0005,0013,0004,0006,0009,0001
0010,0017,0001,0007,0010,0001,0005,0001,-002
0010,0011,0001,0007,0006,0001,0004,0001,-002
0011,0005,0001,0006,0004,0001,0004,0001,0000
0010,0004,0001,0004,0004,0002,0004,0002,0001
0007,0002,0001,0004,0004,0002,0004,0002,0001
0007,0002,0001,0002,0002,0004,0004,0002,0001
0004,0001,0000,0001,0002,0001,0001,0001,0001
0004,0000,0001,0000,0002,0002,0001,0001,0001
0003,0000,0001,0000,0002,0002,0001,0001,0001
0003,-001,0001,0001,0002,0003,0001,0001,0001
0003,-002,0000,0001,0002,0003,0001,0001,0001
0004,-002,0000,0002,0002,0003,0001,0001,0003
0002,0000,-002,0001,0001,0004,0002,0000,0001
0002,0000,-001,0001,0001,0004,0002,0000,0001
0002,0000,-001,0001,0001,0003,0002,0000,0001
0000,0002,0002,0002,0001,0003,0004,-002,0001
0000,0002,0002,0002,0001,0003,0004,-002,0001
0000,0001,0002,0001,0004,0006,0002,-001,0001
0003,-001,-001,0001,0001,0002,0001,0002,0001
0003,-001,-001,0001,0001,0002,0000,0002,0002
0003,-001,-001,0001,0001,0002,0000,0001,0001
0000,-001,-002,0000,0001,0003,-001,0001,0001
0000,0000,0000,0000,0001,0003,0002,0001,0001
0000,0000,0002,0000,0001,-001,0002,0001,0000
0000,0000,0002,0000,0002,-001,0002,0000,0001
0000,-002,0000,0000,0002,-001,0000,0000,0001
0000,-002,0000,-002,0001,0002,0000,0000,0002
0001,0000,0000,-002,0000,0002,0001,0001,0001
0001,0000,0000,-002,0000,0002,0001,0001,0001
0001,0000,0000,-002,0000,0002,0001,0000,0001
0000,0000,0001,-002,0002,0002,0001,0000,0001
0001,0000,0000,-002,0002,0002,0002,0000,0000
0001,0000,0001,-002,0002,0002,0002,0001,0000
0002,0000,0001,-001,0002,-001,0002,0001,-003
0002,0000,0001,-001,0000,-001,0000,0001,0000
0002,0000,0001,-001,0000,-001,0000,0001,0000
0001,0001,0001,-002,0000,0000,0000,0000,0000
0001,0001,0001,-002,0000,0001,-001,-001,-001
