delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,-003,0000,-001,-001,0002,-001,-001,-002
0000,0000,-001,-002,-001,-001,-001,-001,0000
0001,-001,-001,-002,-001,0000,-001,-001,0000
0001,-001,-001,-001,-001,-001,-001,-001,-001
0001,-001,0000,-001,0000,-001,-001,0000,-002
0001,-001,0001,-001,0000,-001,-001,0000,-001
0001,-001,0001,-002,0000,0001,-001,0001,0000
0001,0000,0002,-001,-001,0004,-001,0001,0000
0000,-001,0004,-001,-001,0006,-001,0001,0002
-001,0000,0007,-001,-001,0011,-002,0001,0006
-001,0000,0014,-001,0000,0018,-002,0001,0010
0000,0001,0014,-001,0001,0018,-002,0001,0012
0000,0005,0016,-001,0006,0018,-002,0003,0013
0003,0009,0016,0000,0017,0014,-001,0008,0013
0003,0018,0009,0000,0023,0012,0000,0015,0009
0003,0026,0004,0002,0028,0006,0001,0018,0003
0007,0026,0001,0009,0031,0003,0003,0020,0000
0007,0023,0001,0009,0031,0003,0003,0020,0000
0007,0020,0001,0009,0029,0003,0003,0020,0000
0007,0020,0001,0009,0027,0003,0003,0020,0000
0007,0020,0001,0009,0026,0003,0003,0020,0000
0007,0020,0001,0009,0024,0003,0003,0020,0000
0019,0005,0001,0023,0017,0003,0015,0014,0001
0019,0003,0003,0031,0008,0004,0020,0008,0007
0019,0003,0003,0031,0008,0004,0020,0008,0007
0019,0003,0003,0031,0008,0004,0020,0008,0007
0019,0003,0003,0029,0008,0004,0020,0008,0007
0019,0003,0003,0026,0007,0004,0020,0008,0007
0019,0003,0003,0022,0007,0004,0020,0008,0007
0019,0003,0003,0019,0007,0004,0020,0008,0007
0011,0002,0003,0014,0006,0006,0017,0007,0004
0011,0001,0003,0005,0006,0006,0008,0002,0003
0008,0000,0001,0001,0002,0004,0006,0002,0002
0002,0000,-002,0000,0002,0002,0004,0002,-001
0002,0000,0000,0000,0002,0001,0002,0001,-001
0002,0001,0000,0000,0002,-001,0000,0001,-001
0002,-002,0001,0000,0001,-001,0000,0002,0000
0001,-002,0001,0000,0002,0002,-001,0002,-005
0002,-002,0001,0000,0001,0002,0000,-001,-003
0000,-001,0000,0000,0002,0001,-001,-001,-003
0000,-001,-001,0000,0000,0001,-001,-001,-002
0000,-001,-001,0000,0000,0001,-001,0000,0001
-001,-001,0000,0000,-001,0002,0000,0000,0001
0000,0000,0000,-001,-001,0002,0001,0001,0001
0000,0000,0000,-001,-001,0002,0001,0001,-001
0003,0000,0000,-001,0000,0002,-002,0001,-001
0003,-001,0000,-001,0000,0002,-002,0000,-001
0000,-002,0000,-001,-001,-001,-002,0000,-001
0000,-002,0001,0000,-001,-001,0002,0000,-001
0000,-002,0000,-002,-001,-001,0002,0000,-001
0001,-002,0000,0000,-001,-001,0000,0000,0000
0001,-002,0000,0000,-001,0000,-001,0000,-001
0001,-002,0002,0000,0000,0001,-001,0000,0000
0000,-001,0002,-001,0000,0001,0000,0001,-002
0001,-001,0000,-001,0000,0001,0000,0000,-002
