delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,-001,0001,0000,-001,0000,0000,0000,0001
-001,-001,0001,0001,0000,0000,-002,-001,0001
-002,0000,0000,0001,0000,-002,-001,-001,0001
-002,0000,0000,0001,0000,-002,-001,0000,0001
-001,0000,0000,-001,0000,0001,-001,0000,0000
0000,0000,-001,-001,0000,0001,-001,-001,0000
0001,0000,0000,-001,0000,0001,-001,-001,0000
0001,0000,0000,-001,0000,0001,-001,-001,0003
0001,-001,0004,0001,0000,0004,-001,0000,0004
0001,-001,0007,0001,0001,0009,-002,0000,0004
0002,0001,0011,0001,0001,0013,-001,0001,0009
0002,0001,0013,0000,0003,0014,-001,0003,0012
0002,0006,0013,0002,0006,0018,0001,0004,0012
0002,0014,0013,0002,0015,0018,-001,0006,0011
0002,0020,0009,0002,0022,0013,0001,0009,0008
0003,0029,0006,0002,0033,0009,-001,0015,0008
0005,0032,0004,0006,0035,0007,-002,0019,0007
0005,0036,0004,0006,0038,0007,-002,0019,0007
0005,0036,0004,0006,0039,0007,-002,0019,0007
0005,0035,0004,0006,0039,0007,-002,0019,0007
0005,0032,0004,0006,0039,0007,-002,0019,0007
0005,0032,0004,0006,0042,0007,-002,0019,0007
0018,0027,0002,0016,0042,0003,0007,0019,0000
0026,0013,0002,0026,0027,0003,0011,0016,0000
0030,0009,0003,0028,0015,0004,0016,0013,0002
0030,0009,0003,0028,0015,0004,0016,0013,0002
0030,0005,0003,0029,0014,0004,0016,0013,0002
0030,0005,0003,0029,0011,0004,0016,0013,0002
0030,0005,0003,0029,0010,0004,0016,0013,0002
0028,0006,0003,0029,0009,0004,0016,0013,0002
0028,0006,0003,0029,0009,0004,0016,0013,0002
0021,0005,0003,0029,0008,0004,0017,0006,0005
0011,0004,0003,0025,0007,0004,0018,0005,0005
0010,0004,0004,0017,0006,0005,0018,0003,0003
0008,0004,0004,0017,0006,0005,0018,0003,0003
0008,0004,0004,0014,0006,0005,0018,0003,0003
0008,0004,0004,0013,0006,0005,0018,0003,0003
0008,0004,0004,0012,0006,0005,0018,0003,0003
0007,0004,0004,0012,0006,0005,0018,0003,0003
0007,0004,0004,0010,0006,0005,0018,0003,0003
0007,0002,0002,0010,0003,0005,0010,0003,0001
0004,0002,0001,0007,0003,0004,0007,0002,0001
0004,0002,0001,0006,0003,0003,0007,0002,0001
0004,0000,0001,0004,0003,0003,0007,0002,0001
0004,-001,0001,0004,0003,0002,0006,0002,0000
0004,-001,0000,0004,0003,0002,0003,0002,0001
0004,-001,-001,0004,0002,0002,0005,0002,0000
0004,0000,-001,0003,0001,0000,0003,0001,0000
0003,0000,0001,0002,0001,0000,0001,0001,0000
0003,0001,0001,0001,0001,0001,0001,0001,0000
0003,0002,0001,0001,0000,0001,0002,0001,0000
0003,0001,0001,0000,0000,0000,0003,0001,0000
0003,0001,0000,0001,0000,0000,0003,0000,-001
0001,0001,0000,0001,0000,0000,0003,0002,-002
0001,0001,0001,0002,0000,0001,0003,0000,-001
