delta1,delta2,delta3,delta4,delta5,delta6,delta7,delta8,delta9
0000,-002,-002,-001,-001,-001,-002,0000,-001
0000,-002,-001,-001,-001,0000,-002,0000,-002
0000,-002,-001,-001,-003,0000,-002,0000,-002
0001,-002,-001,-001,-001,0002,-002,0000,-002
0001,-002,0000,-001,-001,0001,-002,-001,-001
0000,-002,0001,-001,-001,0001,-001,-001,0000
0000,-002,0003,-001,-001,0001,-002,-001,0002
0000,-002,0003,-001,0000,0004,-002,0000,0002
0000,-002,0008,-002,0000,0006,-002,0000,0002
0000,-002,0011,-002,0000,0012,-001,0000,0002
0001,0000,0011,-002,0001,0014,-001,0002,0007
0001,0001,0011,-001,0002,0015,-001,0003,0007
0001,0003,0012,0000,0005,0015,-001,0004,0008
0001,0012,0012,0000,0012,0013,-001,0006,0007
0002,0017,0011,0000,0021,0013,-001,0013,0007
0004,0017,0007,0003,0024,0006,0000,0013,0003
0008,0017,0003,0008,0024,0003,0005,0013,0003
0015,0011,0002,0014,0021,0003,0008,0013,0002
0020,0006,0002,0020,0011,0004,0012,0008,0002
0020,0004,0003,0020,0009,0004,0016,0006,0002
0017,0003,0003,0018,0007,0004,0016,0006,0002
0006,0001,0001,0014,0004,0006,0013,0004,0002
0006,0001,0000,0008,0004,0003,0007,0002,0002
0005,0000,0001,0004,0004,0003,0006,0002,0002
0005,0001,0002,0004,0003,0003,0005,0002,0002
0004,0001,0002,0003,0002,0003,0002,0002,0002
0002,0001,0002,0000,0000,0003,0002,0001,-001
0000,0000,0002,0000,0000,0000,0001,0000,-001
0000,0000,0000,0000,0000,0000,0000,0001,0000
0001,0000,0000,0000,0000,0002,0001,0000,0000
0001,-001,-001,0000,0000,0002,0000,0000,0000
0001,-001,0000,0000,-001,0002,0000,0000,-001
0002,-001,0000,0000,-001,0002,0000,-001,-002
0002,-001,0000,0000,-001,0003,0000,-001,-002
0002,-001,0001,0000,-001,0002,0001,0001,-002
0001,-001,0001,-001,-001,0001,0001,0001,-002
0001,-001,0002,-001,0000,0001,0001,0001,-001
0000,-001,0002,-002,-001,-002,-002,-001,-001
0000,-002,0000,-002,0000,0000,-001,0000,0000
0001,-002,-001,-003,0000,0000,-001,0000,0000
0001,-001,-001,-003,0000,0000,-001,0000,-001
0000,-001,-001,-001,-001,0000,0001,-001,-002
0000,-001,0000,-001,-001,0000,-001,-001,-002
0000,0000,-001,-001,-001,0001,0000,-001,-002
0001,0000,0001,-001,0000,0001,0000,0000,-004
0001,0000,0001,-001,-001,-002,0000,0000,-001
0001,-002,0001,-001,-001,-002,0000,0000,-002
0001,-002,0001,-001,-001,-002,-001,0000,-002
0000,-002,0000,-001,-001,-001,0001,0000,-002
0000,-001,0000,-001,-001,0000,-001,0000,-001
0000,-001,0001,-001,-001,0000,-003,0000,0000
0000,-001,0001,-001,-002,0000,-003,-001,-001
0000,-002,0001,-002,0000,0002,-001,0000,0000
-001,-002,0001,-001,-001,0001,-001,-001,0000
0000,-002,0000,-001,0000,0002,-001,0000,0000
