time,delta0,delta1,delta2,delta3,delta4
0,0015,0009,0024,0027,0034,
1,0024,0019,0043,0058,0049,
2,0036,0030,0051,0067,0071,
3,0049,0038,0068,0092,0081,
4,0049,0038,0068,0092,0081,
5,0030,0030,0054,0080,0064,
6,0030,0030,0051,0075,0064,
7,0030,0030,0047,0068,0064,
8,0012,0009,0019,0024,0023,
9,0012,0009,0019,0024,0023,
10,0012,0009,0016,0019,0017,
11,0005,0005,0000,0004,0003,
12,0005,0005,0000,0004,0003,
13,0005,0005,0000,0004,0003,
14,0005,0002,-001,0000,-002,
15,0005,0002,-001,0000,-002,
16,0005,0002,-001,0000,-002,
17,0002,0000,0004,0004,-001,
18,0002,0000,0004,0004,-001,
19,0002,0000,0004,0004,-001,
20,0001,-005,-001,0000,0004,
21,0001,-005,-001,0000,0004,
22,0001,-005,-001,0000,0004,
23,0002,-002,-001,-001,0003,
24,0002,-002,-001,-001,0003,
25,0002,-002,-001,-001,0003,
26,0002,0000,0002,0000,-002,
27,0002,0000,0002,0000,-002,
28,0002,0000,0002,0000,-002,
29,0004,-001,0001,0003,-004,
