time,delta0,delta1,delta2,delta3,delta4
0,0014,0018,0023,0032,0029,
1,0026,0018,0042,0061,0046,
2,0031,0030,0048,0068,0064,
3,0055,0054,0074,0111,0094,
4,0065,0071,0076,0111,0094,
5,0065,0071,0078,0123,0110,
6,0065,0071,0078,0123,0110,
7,0065,0071,0078,0123,0110,
8,0026,0021,0056,0088,0058,
9,0025,0021,0055,0082,0057,
10,0022,0021,0047,0067,0054,
11,-002,-005,0021,0016,0012,
12,-002,-005,0017,0016,0012,
13,-002,-005,0017,0016,0012,
14,-002,-005,0016,0010,-005,
15,0002,-002,0016,0010,-005,
16,0002,-002,0016,0010,-005,
17,0000,-002,-004,-002,-012,
18,0000,-002,-004,-002,-012,
19,0000,-002,-004,-002,-012,
20,-005,-004,-004,0000,-012,
21,-005,-004,-004,0000,-012,
22,-005,-004,-004,0000,-012,
23,0000,-006,-005,-002,-013,
24,0000,-006,-005,-002,-013,
25,0000,-006,-005,-002,-013,
26,-001,0000,-009,-005,-012,
27,-001,0000,-009,-005,-012,
28,-001,0000,-009,-005,-012,
29,-002,-003,-003,0000,-012,
