time,delta0,delta1,delta2,delta3,delta4
0,0029,0023,0049,0068,0062,
1,0067,0048,0088,0127,0123,
2,0089,0066,0126,0172,0145,
3,0089,0066,0169,0215,0186,
4,0089,0066,0190,0246,0210,
5,0089,0066,0194,0253,0219,
6,0090,0098,0190,0253,0210,
7,0090,0098,0160,0219,0192,
8,0044,0044,0098,0146,0112,
9,0033,0025,0063,0107,0089,
10,0027,0019,0050,0069,0060,
11,0005,0003,0020,0015,0014,
12,0005,0003,0020,0015,0014,
13,0005,0003,0018,0015,0014,
14,0005,0003,0016,0002,0005,
15,0005,0003,0016,0002,0005,
16,0004,-003,0016,0002,0005,
17,0001,-002,0006,0001,-001,
18,0001,-002,0006,0001,-001,
19,0001,-002,0006,0001,-001,
20,-001,0001,-003,0004,-002,
21,-001,0001,-003,0004,-002,
22,-001,0001,-003,0004,-002,
23,0001,0003,0001,0002,-001,
24,0001,0003,0001,0002,-001,
25,0001,0003,0001,0002,-001,
26,-001,-003,-002,-001,-002,
27,-001,-003,-002,-001,-002,
28,-001,-003,-002,-001,-002,
29,-002,-003,0000,-005,-004,
