time,delta0,delta1,delta2,delta3,delta4
0,0017,0019,0030,0040,0038,
1,0025,0022,0040,0050,0046,
2,0033,0026,0052,0083,0058,
3,0045,0037,0063,0092,0081,
4,0048,0045,0072,0101,0091,
5,0049,0053,0072,0101,0091,
6,0049,0053,0058,0088,0078,
7,0049,0053,0058,0088,0078,
8,0035,0042,0058,0088,0078,
9,0014,0017,0035,0052,0039,
10,0014,0017,0035,0051,0035,
11,0014,0017,0034,0043,0034,
12,0004,0009,0012,0017,0009,
13,0004,0009,0012,0017,0009,
14,0004,0009,0012,0017,0009,
15,-001,0002,0004,0005,-001,
16,-001,0002,0004,0005,-001,
17,-001,0002,0004,0005,-001,
18,-001,0004,0001,0005,0000,
19,-001,0004,0001,0005,0000,
20,-001,0004,0001,0005,0000,
21,0000,0003,0000,0004,-002,
22,0000,0003,0000,0004,-002,
23,0000,0003,0000,0004,-002,
24,0001,0000,0003,0000,0002,
25,0001,0000,0003,0000,0002,
26,0001,0000,0003,0000,0002,
27,0001,0000,0004,0003,0000,
28,0001,0000,0004,0003,0000,
29,0001,0000,0004,0003,0000,
